File,WaveData20240911_008.csv,
Date/Time,24-09-11/18:35,

Trace,A
Center Wavelength,1550,nm
Span Wavelength,35,nm
Start Wavelength,1532.5,nm
Stop Wavelength,1567.5,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.5,nm
Actual Resolution,0.473,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1532.5,nm
Stop,1567.5,nm

Wavelength(A),Level(A)
1532.500000,1.0190E-006
1532.570000,1.4440E-006
1532.640000,1.4900E-006
1532.710000,1.0420E-006
1532.780000,2.2420E-006
1532.850000,1.8250E-006
1532.920000,2.9320E-006
1532.990000,2.2910E-006
1533.060000,1.9170E-006
1533.130000,1.3490E-006
1533.200000,2.3920E-006
1533.270000,3.2830E-006
1533.340000,2.8900E-006
1533.410000,1.2970E-006
1533.480000,3.4930E-006
1533.550000,1.9640E-006
1533.620000,2.1370E-006
1533.690000,2.7120E-006
1533.760000,2.1240E-006
1533.830000,1.2160E-006
1533.900000,2.4480E-006
1533.970000,2.3040E-006
1534.040000,2.8880E-006
1534.110000,5.9890E-006
1534.180000,7.8050E-006
1534.250000,9.0340E-005
1534.320000,7.0350E-004
1534.390000,1.4230E-003
1534.460000,2.1120E-003
1534.530000,2.7760E-003
1534.600000,3.3270E-003
1534.670000,3.9170E-003
1534.740000,4.2760E-003
1534.810000,4.0470E-003
1534.880000,3.8520E-003
1534.950000,3.6920E-003
1535.020000,3.3850E-003
1535.090000,3.0450E-003
1535.160000,2.6920E-003
1535.230000,2.2860E-003
1535.300000,1.9570E-003
1535.370000,1.6670E-003
1535.440000,1.3480E-003
1535.510000,1.1120E-003
1535.580000,1.0230E-003
1535.650000,9.4050E-004
1535.720000,8.8260E-004
1535.790000,8.6690E-004
1535.860000,1.0320E-003
1535.930000,1.4810E-003
1536.000000,1.9520E-003
1536.070000,2.3670E-003
1536.140000,2.7640E-003
1536.210000,3.1730E-003
1536.280000,3.4910E-003
1536.350000,3.5040E-003
1536.420000,3.3570E-003
1536.490000,3.1670E-003
1536.560000,2.9620E-003
1536.630000,2.6980E-003
1536.700000,2.2910E-003
1536.770000,1.8650E-003
1536.840000,1.4880E-003
1536.910000,1.1190E-003
1536.980000,7.8510E-004
1537.050000,4.7710E-004
1537.120000,3.1750E-004
1537.190000,2.8410E-004
1537.260000,2.8140E-004
1537.330000,2.6980E-004
1537.400000,3.1100E-004
1537.470000,6.3720E-004
1537.540000,1.1110E-003
1537.610000,1.6080E-003
1537.680000,2.0510E-003
1537.750000,2.5040E-003
1537.820000,2.9110E-003
1537.890000,3.2220E-003
1537.960000,3.2390E-003
1538.030000,3.1360E-003
1538.100000,3.0390E-003
1538.170000,2.9060E-003
1538.240000,2.5480E-003
1538.310000,2.1130E-003
1538.380000,1.6990E-003
1538.450000,1.2840E-003
1538.520000,9.1200E-004
1538.590000,5.3050E-004
1538.660000,2.2600E-004
1538.730000,1.5040E-004
1538.800000,1.4930E-004
1538.870000,1.4690E-004
1538.940000,1.4690E-004
1539.010000,2.4200E-004
1539.080000,5.0350E-004
1539.150000,7.9160E-004
1539.220000,1.0800E-003
1539.290000,1.3610E-003
1539.360000,1.6530E-003
1539.430000,1.9210E-003
1539.500000,2.0460E-003
1539.570000,2.0310E-003
1539.640000,2.0140E-003
1539.710000,1.9880E-003
1539.780000,1.8520E-003
1539.850000,1.5960E-003
1539.920000,1.3200E-003
1539.990000,1.0370E-003
1540.060000,7.8770E-004
1540.130000,5.1860E-004
1540.200000,2.5640E-004
1540.270000,1.3050E-004
1540.340000,1.1670E-004
1540.410000,1.1540E-004
1540.480000,1.1650E-004
1540.550000,1.4500E-004
1540.620000,3.2810E-004
1540.690000,6.4440E-004
1540.760000,9.7110E-004
1540.830000,1.2850E-003
1540.900000,1.6280E-003
1540.970000,1.9500E-003
1541.040000,2.2190E-003
1541.110000,2.3000E-003
1541.180000,2.3040E-003
1541.250000,2.2950E-003
1541.320000,2.2630E-003
1541.390000,2.0630E-003
1541.460000,1.7490E-003
1541.530000,1.4230E-003
1541.600000,1.1070E-003
1541.670000,8.0670E-004
1541.740000,4.8040E-004
1541.810000,2.1130E-004
1541.880000,1.2510E-004
1541.950000,1.1640E-004
1542.020000,1.2020E-004
1542.090000,1.1880E-004
1542.160000,1.8190E-004
1542.230000,5.1650E-004
1542.300000,9.2600E-004
1542.370000,1.3470E-003
1542.440000,1.7970E-003
1542.510000,2.2230E-003
1542.580000,2.6400E-003
1542.650000,2.9490E-003
1542.720000,3.0070E-003
1542.790000,3.0170E-003
1542.860000,3.0250E-003
1542.930000,2.9420E-003
1543.000000,2.5960E-003
1543.070000,2.1810E-003
1543.140000,1.7500E-003
1543.210000,1.3180E-003
1543.280000,9.2140E-004
1543.350000,4.8540E-004
1543.420000,1.7570E-004
1543.490000,1.2500E-004
1543.560000,1.2470E-004
1543.630000,1.1880E-004
1543.700000,1.3160E-004
1543.770000,2.5390E-004
1543.840000,5.7240E-004
1543.910000,9.3470E-004
1543.980000,1.3030E-003
1544.050000,1.6900E-003
1544.120000,2.0610E-003
1544.190000,2.4210E-003
1544.260000,2.5860E-003
1544.330000,2.6190E-003
1544.400000,2.6400E-003
1544.470000,2.6420E-003
1544.540000,2.5170E-003
1544.610000,2.1720E-003
1544.680000,1.7990E-003
1544.750000,1.4260E-003
1544.820000,1.0580E-003
1544.890000,7.0150E-004
1544.960000,3.3900E-004
1545.030000,1.5030E-004
1545.100000,1.4060E-004
1545.170000,1.3550E-004
1545.240000,1.3800E-004
1545.310000,1.6260E-004
1545.380000,3.7040E-004
1545.450000,7.6430E-004
1545.520000,1.1680E-003
1545.590000,1.6130E-003
1545.660000,2.0290E-003
1545.730000,2.4400E-003
1545.800000,2.7910E-003
1545.870000,2.9300E-003
1545.940000,2.9490E-003
1546.010000,2.9580E-003
1546.080000,2.9540E-003
1546.150000,2.7490E-003
1546.220000,2.3330E-003
1546.290000,1.9290E-003
1546.360000,1.5040E-003
1546.430000,1.0850E-003
1546.500000,6.8940E-004
1546.570000,3.1130E-004
1546.640000,1.6140E-004
1546.710000,1.5050E-004
1546.780000,1.5050E-004
1546.850000,1.5360E-004
1546.920000,1.9670E-004
1546.990000,4.8980E-004
1547.060000,9.2460E-004
1547.130000,1.4000E-003
1547.200000,1.8480E-003
1547.270000,2.2980E-003
1547.340000,2.7400E-003
1547.410000,3.1020E-003
1547.480000,3.1820E-003
1547.550000,3.2030E-003
1547.620000,3.2110E-003
1547.690000,3.1750E-003
1547.760000,2.8970E-003
1547.830000,2.4540E-003
1547.900000,2.0000E-003
1547.970000,1.5520E-003
1548.040000,1.0810E-003
1548.110000,6.6270E-004
1548.180000,2.7710E-004
1548.250000,1.6670E-004
1548.320000,1.6240E-004
1548.390000,1.6240E-004
1548.460000,1.6650E-004
1548.530000,2.3200E-004
1548.600000,5.8420E-004
1548.670000,1.0590E-003
1548.740000,1.5560E-003
1548.810000,2.0330E-003
1548.880000,2.5190E-003
1548.950000,2.9830E-003
1549.020000,3.3160E-003
1549.090000,3.3680E-003
1549.160000,3.3760E-003
1549.230000,3.3770E-003
1549.300000,3.3180E-003
1549.370000,2.9670E-003
1549.440000,2.4860E-003
1549.510000,2.0260E-003
1549.580000,1.5380E-003
1549.650000,1.0630E-003
1549.720000,6.1860E-004
1549.790000,2.5100E-004
1549.860000,1.7160E-004
1549.930000,1.6810E-004
1550.000000,1.6920E-004
1550.070000,1.7270E-004
1550.140000,2.6690E-004
1550.210000,6.5010E-004
1550.280000,1.1230E-003
1550.350000,1.6420E-003
1550.420000,2.1140E-003
1550.490000,2.5950E-003
1550.560000,3.0670E-003
1550.630000,3.3640E-003
1550.700000,3.3990E-003
1550.770000,3.3940E-003
1550.840000,3.3870E-003
1550.910000,3.2960E-003
1550.980000,2.9360E-003
1551.050000,2.4610E-003
1551.120000,1.9800E-003
1551.190000,1.5020E-003
1551.260000,1.0350E-003
1551.330000,5.8260E-004
1551.400000,2.4240E-004
1551.470000,1.6150E-004
1551.540000,1.5860E-004
1551.610000,1.6430E-004
1551.680000,1.6590E-004
1551.750000,2.5610E-004
1551.820000,6.1870E-004
1551.890000,1.0710E-003
1551.960000,1.5380E-003
1552.030000,2.0010E-003
1552.100000,2.4450E-003
1552.170000,2.8740E-003
1552.240000,3.1520E-003
1552.310000,3.1830E-003
1552.380000,3.1730E-003
1552.450000,3.1630E-003
1552.520000,3.0710E-003
1552.590000,2.7150E-003
1552.660000,2.2680E-003
1552.730000,1.8220E-003
1552.800000,1.3760E-003
1552.870000,9.2710E-004
1552.940000,5.1050E-004
1553.010000,2.0200E-004
1553.080000,1.4830E-004
1553.150000,1.4950E-004
1553.220000,1.4190E-004
1553.290000,1.4760E-004
1553.360000,2.5280E-004
1553.430000,6.0180E-004
1553.500000,1.0080E-003
1553.570000,1.4430E-003
1553.640000,1.8510E-003
1553.710000,2.2560E-003
1553.780000,2.6440E-003
1553.850000,2.8510E-003
1553.920000,2.8670E-003
1553.990000,2.8710E-003
1554.060000,2.8430E-003
1554.130000,2.7650E-003
1554.200000,2.4590E-003
1554.270000,2.0490E-003
1554.340000,1.6430E-003
1554.410000,1.2480E-003
1554.480000,8.6100E-004
1554.550000,4.6830E-004
1554.620000,1.8610E-004
1554.690000,1.3470E-004
1554.760000,1.2760E-004
1554.830000,1.3540E-004
1554.900000,1.3570E-004
1554.970000,2.0400E-004
1555.040000,5.0790E-004
1555.110000,8.7330E-004
1555.180000,1.2410E-003
1555.250000,1.6420E-003
1555.320000,1.9970E-003
1555.390000,2.3380E-003
1555.460000,2.5500E-003
1555.530000,2.5710E-003
1555.600000,2.5540E-003
1555.670000,2.5450E-003
1555.740000,2.4690E-003
1555.810000,2.1920E-003
1555.880000,1.8340E-003
1555.950000,1.4710E-003
1556.020000,1.1160E-003
1556.090000,7.7660E-004
1556.160000,4.2630E-004
1556.230000,1.6820E-004
1556.300000,1.1750E-004
1556.370000,1.1070E-004
1556.440000,1.1000E-004
1556.510000,1.2060E-004
1556.580000,1.7400E-004
1556.650000,4.1470E-004
1556.720000,7.4540E-004
1556.790000,1.0600E-003
1556.860000,1.4060E-003
1556.930000,1.7340E-003
1557.000000,2.0410E-003
1557.070000,2.2320E-003
1557.140000,2.2490E-003
1557.210000,2.2350E-003
1557.280000,2.2110E-003
1557.350000,2.1570E-003
1557.420000,1.9300E-003
1557.490000,1.6100E-003
1557.560000,1.3070E-003
1557.630000,9.7900E-004
1557.700000,6.9000E-004
1557.770000,3.8700E-004
1557.840000,1.5520E-004
1557.910000,1.0080E-004
1557.980000,9.3850E-005
1558.050000,9.4090E-005
1558.120000,9.5000E-005
1558.190000,1.4670E-004
1558.260000,3.8670E-004
1558.330000,7.2740E-004
1558.400000,1.0740E-003
1558.470000,1.4380E-003
1558.540000,1.7720E-003
1558.610000,2.1020E-003
1558.680000,2.3230E-003
1558.750000,2.3360E-003
1558.820000,2.3140E-003
1558.890000,2.2860E-003
1558.960000,2.2410E-003
1559.030000,2.0320E-003
1559.100000,1.6990E-003
1559.170000,1.3690E-003
1559.240000,1.0420E-003
1559.310000,7.4700E-004
1559.380000,4.2810E-004
1559.450000,1.5540E-004
1559.520000,8.4730E-005
1559.590000,7.7280E-005
1559.660000,8.0120E-005
1559.730000,7.9950E-005
1559.800000,9.4390E-005
1559.870000,3.0370E-004
1559.940000,6.1580E-004
1560.010000,9.4790E-004
1560.080000,1.2780E-003
1560.150000,1.6120E-003
1560.220000,1.9160E-003
1560.290000,2.1530E-003
1560.360000,2.1930E-003
1560.430000,2.1600E-003
1560.500000,2.1290E-003
1560.570000,2.0890E-003
1560.640000,1.9120E-003
1560.710000,1.6150E-003
1560.780000,1.2970E-003
1560.850000,9.9570E-004
1560.920000,7.1980E-004
1560.990000,4.2600E-004
1561.060000,1.6010E-004
1561.130000,6.8990E-005
1561.200000,6.0670E-005
1561.270000,5.7260E-005
1561.340000,5.7860E-005
1561.410000,6.4950E-005
1561.480000,2.3190E-004
1561.550000,5.9510E-004
1561.620000,9.7060E-004
1561.690000,1.3360E-003
1561.760000,1.7200E-003
1561.830000,2.0770E-003
1561.900000,2.3780E-003
1561.970000,2.4590E-003
1562.040000,2.4150E-003
1562.110000,2.3720E-003
1562.180000,2.3300E-003
1562.250000,2.1850E-003
1562.320000,1.8610E-003
1562.390000,1.5170E-003
1562.460000,1.1730E-003
1562.530000,8.4740E-004
1562.600000,5.2070E-004
1562.670000,2.0690E-004
1562.740000,6.4500E-005
1562.810000,4.0590E-005
1562.880000,3.9300E-005
1562.950000,4.1910E-005
1563.020000,4.3180E-005
1563.090000,1.1770E-004
1563.160000,4.8310E-004
1563.230000,8.7270E-004
1563.300000,1.2510E-003
1563.370000,1.6510E-003
