File,WaveData20240823_026.csv,
Date/Time,24-08-23/17:01,

Center Wavelength,1550,nm
Span Wavelength,100,nm
Start Wavelength,1500,nm
Stop Wavelength,1600,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.2,nm
Actual Resolution,0.196,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1500,nm
Stop,1600,nm
1500.000000,8.4170E-007
1500.200000,2.4150E-007
1500.400000,7.5740E-007
1500.600000,-5.9570E-007
1500.800000,-5.7980E-007
1501.000000,-1.1940E-006
1501.200000,-8.7570E-007
1501.400000,2.9350E-007
1501.600000,3.7720E-007
1501.800000,1.3410E-006
1502.000000,1.4840E-006
1502.200000,-6.6050E-007
1502.400000,-7.5620E-007
1502.600000,7.8370E-007
1502.800000,8.8140E-007
1503.000000,-8.7550E-007
1503.200000,-4.4940E-007
1503.400000,-2.9970E-007
1503.600000,2.2700E-006
1503.800000,-1.0660E-006
1504.000000,-2.1250E-007
1504.200000,-2.1710E-007
1504.400000,6.0940E-007
1504.600000,1.9630E-006
1504.800000,-7.6140E-007
1505.000000,-4.4620E-007
1505.200000,8.1960E-007
1505.400000,1.3440E-006
1505.600000,-1.0910E-008
1505.800000,-2.8130E-007
1506.000000,4.1650E-007
1506.200000,7.5530E-007
1506.400000,-3.4600E-007
1506.600000,-6.2340E-007
1506.800000,1.4020E-006
1507.000000,2.5370E-007
1507.200000,-3.2990E-007
1507.400000,-7.3420E-007
1507.600000,1.6710E-006
1507.800000,-1.5330E-006
1508.000000,1.0740E-006
1508.200000,-2.3120E-007
1508.400000,-7.8370E-008
1508.600000,-1.6050E-007
1508.800000,3.7220E-007
1509.000000,-1.1480E-006
1509.200000,3.4900E-007
1509.400000,4.4090E-007
1509.600000,-5.6850E-007
1509.800000,1.3550E-006
1510.000000,-8.2710E-008
1510.200000,4.3210E-007
1510.400000,3.4380E-008
1510.600000,-1.0100E-006
1510.800000,-4.7130E-007
1511.000000,4.6950E-007
1511.200000,6.7690E-007
1511.400000,8.1940E-007
1511.600000,1.0610E-006
1511.800000,5.3100E-007
1512.000000,1.1610E-006
1512.200000,-2.9660E-007
1512.400000,-1.0830E-006
1512.600000,6.5780E-007
1512.800000,1.0090E-006
1513.000000,-6.1700E-007
1513.200000,8.0050E-008
1513.400000,-1.1630E-007
1513.600000,-6.3960E-007
1513.800000,7.2720E-007
1514.000000,-1.9450E-007
1514.200000,9.1640E-007
1514.400000,-9.4990E-007
1514.600000,-7.6590E-007
1514.800000,-1.5800E-006
1515.000000,5.6870E-008
1515.200000,-8.4850E-008
1515.400000,5.1200E-007
1515.600000,-8.3030E-008
1515.800000,1.4970E-006
1516.000000,3.4350E-007
1516.200000,-1.6790E-006
1516.400000,4.9690E-007
1516.600000,2.8500E-007
1516.800000,6.3560E-008
1517.000000,8.5590E-007
1517.200000,-1.2160E-007
1517.400000,6.0730E-007
1517.600000,3.5470E-007
1517.800000,4.9070E-007
1518.000000,2.6510E-007
1518.200000,7.2160E-008
1518.400000,1.3800E-006
1518.600000,1.8940E-007
1518.800000,8.2560E-007
1519.000000,2.0640E-008
1519.200000,-9.9080E-007
1519.400000,1.5350E-006
1519.600000,-1.4650E-007
1519.800000,-2.9230E-007
1520.000000,2.4730E-007
1520.200000,1.2570E-006
1520.400000,-3.9490E-008
1520.600000,-2.4060E-007
1520.800000,1.6130E-006
1521.000000,1.2120E-007
1521.200000,4.3230E-007
1521.400000,-1.3100E-006
1521.600000,-7.8950E-007
1521.800000,1.0440E-006
1522.000000,-5.7790E-007
1522.200000,-1.1480E-006
1522.400000,2.1610E-007
1522.600000,-6.8410E-007
1522.800000,4.4070E-007
1523.000000,5.8260E-007
1523.200000,1.0560E-006
1523.400000,-1.3840E-006
1523.600000,-1.6340E-007
1523.800000,-6.8040E-007
1524.000000,1.1730E-006
1524.200000,6.2110E-007
1524.400000,7.4510E-007
1524.600000,1.6730E-006
1524.800000,-2.8650E-007
1525.000000,1.6020E-006
1525.200000,9.0150E-007
1525.400000,2.7320E-007
1525.600000,-2.3090E-007
1525.800000,7.1540E-007
1526.000000,-1.9710E-008
1526.200000,-1.5030E-006
1526.400000,1.5230E-006
1526.600000,-5.9990E-007
1526.800000,1.2780E-006
1527.000000,1.1850E-006
1527.200000,3.2290E-007
1527.400000,-5.2560E-008
1527.600000,1.3380E-006
1527.800000,1.9240E-007
1528.000000,-1.9280E-006
1528.200000,1.2930E-005
1528.400000,5.2740E-004
1528.600000,6.4190E-004
1528.800000,7.0050E-004
1529.000000,6.1620E-004
1529.200000,6.3780E-005
1529.400000,5.0160E-006
1529.600000,6.5270E-007
1529.800000,3.6040E-004
1530.000000,1.3580E-003
1530.200000,1.5790E-003
1530.400000,1.7280E-003
1530.600000,1.0600E-003
1530.800000,5.6130E-005
1531.000000,4.8060E-006
1531.200000,1.9150E-006
1531.400000,1.1720E-003
1531.600000,2.6690E-003
1531.800000,2.7700E-003
1532.000000,2.8430E-003
1532.200000,1.0850E-003
1532.400000,2.9810E-005
1532.600000,3.0290E-006
1532.800000,1.8010E-006
1533.000000,1.7780E-003
1533.200000,2.5770E-003
1533.400000,2.4290E-003
1533.600000,2.1350E-003
1533.800000,6.1050E-004
1534.000000,1.2650E-005
1534.200000,2.5070E-006
1534.400000,3.2420E-006
1534.600000,8.5320E-004
1534.800000,9.3700E-004
1535.000000,7.9300E-004
1535.200000,6.5120E-004
1535.400000,1.0170E-004
1535.600000,9.5340E-006
1535.800000,-4.7430E-007
1536.000000,6.9520E-006
1536.200000,9.9130E-004
1536.400000,1.0360E-003
1536.600000,8.7900E-004
1536.800000,6.8260E-004
1537.000000,1.0110E-004
1537.200000,6.6170E-006
1537.400000,-1.2200E-008
1537.600000,1.3240E-005
1537.800000,9.1420E-004
1538.000000,9.3440E-004
1538.200000,8.5870E-004
1538.400000,6.3760E-004
1538.600000,6.8280E-005
1538.800000,5.1710E-006
1539.000000,1.1180E-006
1539.200000,6.1800E-005
1539.400000,7.1370E-004
1539.600000,7.3460E-004
1539.800000,7.0920E-004
1540.000000,4.8150E-004
1540.200000,3.1720E-005
1540.400000,3.2560E-006
1540.600000,9.0770E-008
1540.800000,1.0010E-004
1541.000000,7.5550E-004
1541.200000,7.7520E-004
1541.400000,7.6950E-004
1541.600000,4.9100E-004
1541.800000,2.5320E-005
1542.000000,3.3260E-006
1542.200000,-3.3610E-007
1542.400000,1.2760E-004
1542.600000,7.7470E-004
1542.800000,8.0140E-004
1543.000000,8.1120E-004
1543.200000,4.6480E-004
1543.400000,1.9860E-005
1543.600000,2.0230E-006
1543.800000,8.8090E-007
1544.000000,2.2810E-004
1544.200000,7.2030E-004
1544.400000,7.3650E-004
1544.600000,7.5040E-004
1544.800000,3.8740E-004
1545.000000,1.2540E-005
1545.200000,3.1920E-006
1545.400000,7.8500E-007
1545.600000,2.6500E-004
1545.800000,7.7050E-004
1546.000000,7.8930E-004
1546.200000,7.8950E-004
1546.400000,3.9830E-004
1546.600000,1.0970E-005
1546.800000,1.8530E-006
1547.000000,-1.7830E-008
1547.200000,2.8280E-004
1547.400000,7.9560E-004
1547.600000,8.1250E-004
1547.800000,8.2140E-004
1548.000000,3.9960E-004
1548.200000,1.5620E-005
1548.400000,2.1730E-007
1548.600000,1.4570E-006
1548.800000,2.7160E-004
1549.000000,7.0470E-004
1549.200000,7.0610E-004
1549.400000,7.1120E-004
1549.600000,3.3880E-004
1549.800000,9.5970E-006
1550.000000,2.4860E-006
1550.200000,7.3400E-007
1550.400000,2.6260E-004
1550.600000,6.9540E-004
1550.800000,7.0540E-004
1551.000000,6.9930E-004
1551.200000,3.5260E-004
1551.400000,1.1430E-005
1551.600000,1.3170E-006
1551.800000,-4.2740E-007
1552.000000,2.5970E-004
1552.200000,7.3610E-004
1552.400000,7.3530E-004
1552.600000,7.3380E-004
1552.800000,3.8290E-004
1553.000000,1.3980E-005
1553.200000,1.7770E-006
1553.400000,1.4030E-006
1553.600000,2.4470E-004
1553.800000,7.4880E-004
1554.000000,7.4840E-004
1554.200000,7.3980E-004
1554.400000,4.3680E-004
1554.600000,1.7400E-005
1554.800000,2.3580E-006
1555.000000,-1.7040E-007
1555.200000,2.1630E-004
1555.400000,8.4330E-004
1555.600000,8.4800E-004
1555.800000,8.3520E-004
1556.000000,5.3230E-004
1556.200000,2.8880E-005
1556.400000,2.7210E-006
1556.600000,-1.0400E-006
1556.800000,8.5280E-005
1557.000000,7.3360E-004
1557.200000,7.4910E-004
1557.400000,7.2910E-004
1557.600000,5.1020E-004
1557.800000,3.4200E-005
1558.000000,2.3720E-006
1558.200000,2.1470E-006
1558.400000,5.9140E-005
1558.600000,7.5520E-004
1558.800000,7.7920E-004
1559.000000,7.6130E-004
1559.200000,5.9320E-004
1559.400000,6.2210E-005
1559.600000,3.3180E-006
1559.800000,-6.0050E-008
1560.000000,7.7450E-006
1560.200000,8.0100E-004
1560.400000,8.7530E-004
1560.600000,8.3840E-004
1560.800000,7.1710E-004
1561.000000,1.0470E-004
1561.200000,6.4300E-006
1561.400000,7.6440E-007
1561.600000,3.2120E-006
1561.800000,6.9990E-004
1562.000000,8.4410E-004
1562.200000,8.0630E-004
1562.400000,7.3240E-004
1562.600000,9.4310E-005
1562.800000,8.0080E-006
1563.000000,-6.3420E-007
1563.200000,1.1020E-006
1563.400000,5.7080E-004
1563.600000,8.1640E-004
1563.800000,7.7090E-004
