File,w0sa250623_34
,
Center Wavelength,1550
Span Wavelength,50
Start Wavelength,1525.0
Stop Wavelength,1575.0
Resolution,0.03
Sampling Points,501
,
Wavelength(A),Level(A)
1525.0,9.814634296119619e-06
1525.1,9.814634296119619e-06
1525.1999999999998,9.814634296119619e-06
1525.2999999999997,9.814634296119619e-06
1525.3999999999996,9.814634296119619e-06
1525.4999999999995,9.814634296119619e-06
1525.5999999999995,9.814634296119619e-06
1525.6999999999994,9.814634296119619e-06
1525.7999999999993,9.814634296119619e-06
1525.8999999999992,9.814634296119619e-06
1525.999999999999,9.814634296119619e-06
1526.099999999999,9.814634296119619e-06
1526.199999999999,9.814634296119619e-06
1526.2999999999988,9.814634296119619e-06
1526.3999999999987,9.814634296119619e-06
1526.4999999999986,9.814634296119619e-06
1526.5999999999985,9.814634296119619e-06
1526.6999999999985,9.814634296119619e-06
1526.7999999999984,9.814634296119619e-06
1526.8999999999983,9.814634296119619e-06
1526.9999999999982,9.814634296119619e-06
1527.099999999998,9.814634296119619e-06
1527.199999999998,9.814634296119619e-06
1527.299999999998,9.814634296119619e-06
1527.3999999999978,9.814634296119619e-06
1527.4999999999977,9.814634296119619e-06
1527.5999999999976,9.814634296119619e-06
1527.6999999999975,9.814634296119619e-06
1527.7999999999975,9.814634296119619e-06
1527.8999999999974,9.814634296119619e-06
1527.9999999999973,9.814634296119619e-06
1528.0999999999972,9.814634296119619e-06
1528.199999999997,0.001371144032651264
1528.299999999997,0.0014581583546946317
1528.399999999997,0.001556387831350365
1528.4999999999968,0.0016506088592522952
1528.5999999999967,0.001768578758961941
1528.6999999999966,0.0018812755970073927
1528.7999999999965,0.0020024045700516055
1528.8999999999965,0.0021378752733018512
1528.9999999999964,0.0019477159021325915
1529.0999999999963,0.0019174755937694556
1529.1999999999962,0.0020316663284839155
1529.299999999996,0.0021556859051589765
1529.399999999996,0.002303778561850423
1529.499999999996,0.002433002023807629
1529.5999999999958,0.0025890857717189085
1529.6999999999957,0.0027229902196350144
1529.7999999999956,0.0018121321938718486
1529.8999999999955,0.0019238946832890677
1529.9999999999955,0.002019700196969801
1530.0999999999954,0.002140722076834101
1530.1999999999953,0.0022560147073075933
1530.2999999999952,0.0023661421566434204
1530.399999999995,0.002489944880879236
1530.499999999995,0.0025869496618688634
1530.599999999995,0.002156639522283206
1530.6999999999948,0.0022551242141818557
1530.7999999999947,0.002352598150215658
1530.8999999999946,0.002462112787193705
1530.9999999999945,0.002542414197054175
1531.0999999999945,0.002636321224253057
1531.1999999999944,0.0027221556945702195
1531.2999999999943,0.0027856238171704347
1531.3999999999942,0.0028899313083435765
1531.499999999994,0.0029573536166915496
1531.599999999994,0.0030346530692847104
1531.699999999994,0.0031186486199717253
1531.7999999999938,0.0031574925505605785
1531.8999999999937,0.003214525679504404
1531.9999999999936,0.003234936436052358
1532.0999999999935,0.0032469798473561537
1532.1999999999935,0.003283468381913318
1532.2999999999934,0.0032966222000967455
1532.3999999999933,0.0033135222343902916
1532.4999999999932,0.0032908231489734148
1532.599999999993,0.0032648931305692
1532.699999999993,0.0032300505247767875
1532.799999999993,0.0031638290778489542
1532.8999999999928,0.0031123121884687067
1532.9999999999927,0.0030333607433063567
1533.0999999999926,0.002948142950744347
1533.1999999999925,0.0028805482540980062
1533.2999999999925,0.0027668811069464713
1533.3999999999924,0.0026541170057387
1533.4999999999923,0.0025355375424623294
1533.5999999999922,0.00240721795381138
1533.699999999992,0.003289570183561678
1533.799999999992,0.003414901012872122
1533.899999999992,0.003225140728483225
1533.9999999999918,0.0030284968510307093
1534.0999999999917,0.0028282273808351577
1534.1999999999916,0.00264753310606283
1534.2999999999915,0.0024418365367784396
1534.3999999999915,0.0022669575683432436
1534.4999999999914,0.004189172163146866
1534.5999999999913,0.003830292765287933
1534.6999999999912,0.003549639882657303
1534.799999999991,0.003249973466545611
1534.899999999991,0.0029850341334178034
1534.999999999991,0.0027474815991895525
1535.0999999999908,0.0025077454618620885
1535.1999999999907,0.0022996758211874173
1535.2999999999906,0.004175247067568139
1535.3999999999905,0.0038085293627542413
1535.4999999999905,0.0034854886809455848
1535.5999999999904,0.003182186890757413
1535.6999999999903,0.0029222738096055176
1535.7999999999902,0.0026730009899999037
1535.89999999999,0.002439305915730982
1535.99999999999,0.002240288210674744
1536.09999999999,0.003233184267179712
1536.1999999999898,0.0029740627639528714
1536.2999999999897,0.0027298300919771
1536.3999999999896,0.0025098683367468792
1536.4999999999895,0.0023280590170219
1536.5999999999894,0.0021438709476068927
1536.6999999999894,0.0019906801757602313
1536.7999999999893,0.0018462930742016196
1536.8999999999892,0.0034064052937907213
1536.999999999989,0.0031959783911105224
1537.099999999989,0.002973162961874763
1537.199999999989,0.002792138012621204
1537.2999999999888,0.0026311676585157088
1537.3999999999887,0.0019797336377205556
1537.4999999999886,4.677676462210216e-05
1537.5999999999885,4.427128463510516e-05
1537.6999999999884,4.186731020050265e-05
1537.7999999999884,4.012587179274756e-05
1537.8999999999883,3.798980418073395e-05
1537.9999999999882,3.653805339768094e-05
1538.099999999988,3.489192156213719e-05
1538.199999999988,3.346815130811048e-05
1538.299999999988,3.242400954763578e-05
1538.3999999999878,3.1189751618524434e-05
1538.4999999999877,3.0103477279406602e-05
1538.5999999999876,2.9245659820054614e-05
1538.6999999999875,2.830767748787236e-05
1538.7999999999874,2.755267819536789e-05
1538.8999999999874,2.6659724666880773e-05
1538.9999999999873,2.6040853906949423e-05
1539.0999999999872,2.5462259578384728e-05
1539.199999999987,2.483116007644626e-05
1539.299999999987,2.4470714190040215e-05
1539.399999999987,2.3994046095796777e-05
1539.4999999999868,2.3570414026989037e-05
1539.5999999999867,2.3116867262309826e-05
1539.6999999999866,2.2778723714676737e-05
1539.7999999999865,2.2510324063652963e-05
1539.8999999999864,2.2191110261234084e-05
1539.9999999999864,2.195382867294067e-05
1540.0999999999863,2.1745269732001884e-05
1540.1999999999862,2.1437412514661622e-05
1540.299999999986,2.1368040761117767e-05
1540.399999999986,2.119338663947478e-05
1540.499999999986,2.0947150287764704e-05
1540.5999999999858,2.0904713296378403e-05
1540.6999999999857,2.0667854790435788e-05
1540.7999999999856,2.07243947868887e-05
1540.8999999999855,2.0678955209229305e-05
1540.9999999999854,2.0603400019846643e-05
1541.0999999999854,2.064568131022062e-05
1541.1999999999853,2.045161888773509e-05
1541.2999999999852,2.0450218581588894e-05
1541.399999999985,2.0615487472466268e-05
1541.499999999985,2.0369009895615266e-05
1541.599999999985,2.0563139959547864e-05
1541.6999999999848,2.0536689173494234e-05
1541.7999999999847,2.0681263291881455e-05
1541.8999999999846,2.084263861424157e-05
1541.9999999999845,2.0709632010685036e-05
1542.0999999999844,2.0857543316611577e-05
1542.1999999999844,2.085136126481152e-05
1542.2999999999843,2.086394142493053e-05
1542.3999999999842,2.1019577694811967e-05
1542.499999999984,2.097915960459558e-05
1542.599999999984,2.1030990034404074e-05
1542.699999999984,2.1269801920170865e-05
1542.7999999999838,2.1368108240153327e-05
1542.8999999999837,2.157919578048466e-05
1542.9999999999836,2.1644084407543548e-05
1543.0999999999835,2.1733639281460596e-05
1543.1999999999834,2.19051898904947e-05
1543.2999999999834,2.1932044560925648e-05
1543.3999999999833,2.208210355494572e-05
1543.4999999999832,2.2205699902724764e-05
1543.599999999983,2.2370404491991138e-05
1543.699999999983,2.2575828473159772e-05
1543.799999999983,2.2603351009393867e-05
1543.8999999999828,2.2785908099552795e-05
1543.9999999999827,2.2848785051284094e-05
1544.0999999999826,2.2914179296464267e-05
1544.1999999999825,2.315309818118544e-05
1544.2999999999824,0.0023227142095600087
1544.3999999999824,0.0023437345580757437
1544.4999999999823,0.002368521138981728
1544.5999999999822,0.002376974341516456
1544.699999999982,0.002402389361795041
1544.799999999982,0.002411863026362461
1544.899999999982,0.0024299868403996976
1544.9999999999818,0.0024520333449096553
1545.0999999999817,0.002454953562945566
1545.1999999999816,0.0024756555059321436
