File,WaveData20240911_006.csv,
Date/Time,24-09-11/18:31,

Trace,A
Center Wavelength,1550,nm
Span Wavelength,60,nm
Start Wavelength,1520,nm
Stop Wavelength,1580,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.03,nm
Actual Resolution,0.036,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1520,nm
Stop,1580,nm

Wavelength(A),Level(A)
1520.000000,4.7960E-006
1520.120000,1.7820E-006
1520.240000,2.8120E-006
1520.360000,3.1920E-006
1520.480000,1.3800E-006
1520.600000,4.9860E-006
1520.720000,2.1980E-007
1520.840000,1.3100E-006
1520.960000,4.2200E-006
1521.080000,4.5330E-006
1521.200000,1.9010E-006
1521.320000,1.7330E-006
1521.440000,1.8910E-006
1521.560000,3.8820E-006
1521.680000,2.0670E-006
1521.800000,6.2950E-006
1521.920000,2.3990E-006
1522.040000,6.9460E-006
1522.160000,4.4040E-006
1522.280000,3.2140E-006
1522.400000,2.9900E-006
1522.520000,7.0650E-006
1522.640000,3.1300E-006
1522.760000,6.8870E-006
1522.880000,1.4060E-006
1523.000000,2.9120E-006
1523.120000,2.8260E-006
1523.240000,6.2830E-007
1523.360000,6.0950E-006
1523.480000,2.6850E-006
1523.600000,3.4940E-006
1523.720000,4.3640E-006
1523.840000,1.9890E-006
1523.960000,1.2910E-006
1524.080000,2.6460E-006
1524.200000,3.9140E-006
1524.320000,5.1250E-006
1524.440000,3.0940E-006
1524.560000,5.6230E-007
1524.680000,4.6380E-006
1524.800000,2.1780E-006
1524.920000,1.7740E-006
1525.040000,4.9790E-006
1525.160000,3.4450E-006
1525.280000,3.9120E-006
1525.400000,6.0800E-006
1525.520000,4.3420E-006
1525.640000,1.0920E-006
1525.760000,-4.8490E-007
1525.880000,6.1570E-006
1526.000000,4.2270E-006
1526.120000,3.1950E-006
1526.240000,1.2990E-006
1526.360000,4.3400E-006
1526.480000,7.8780E-007
1526.600000,1.1630E-007
1526.720000,7.7020E-007
1526.840000,3.3030E-006
1526.960000,9.4370E-008
1527.080000,3.5670E-006
1527.200000,2.9830E-006
1527.320000,5.2680E-006
1527.440000,3.9040E-006
1527.560000,1.3760E-006
1527.680000,3.8570E-006
1527.800000,3.2650E-006
1527.920000,3.4340E-006
1528.040000,3.7290E-006
1528.160000,1.0640E-006
1528.280000,2.2130E-004
1528.400000,4.3990E-004
1528.520000,5.0270E-004
1528.640000,5.3540E-004
1528.760000,5.6730E-004
1528.880000,6.1740E-004
1529.000000,6.3230E-004
1529.120000,5.6590E-004
1529.240000,6.0200E-004
1529.360000,6.3860E-004
1529.480000,6.9370E-004
1529.600000,7.4930E-004
1529.720000,7.9700E-004
1529.840000,5.9420E-004
1529.960000,5.5150E-004
1530.080000,5.9700E-004
1530.200000,6.2540E-004
1530.320000,6.8640E-004
1530.440000,7.0160E-004
1530.560000,8.1910E-004
1530.680000,5.9280E-004
1530.800000,6.4970E-004
1530.920000,6.9010E-004
1531.040000,7.1180E-004
1531.160000,7.5010E-004
1531.280000,7.8410E-004
1531.400000,7.9360E-004
1531.520000,8.2290E-004
1531.640000,8.6650E-004
1531.760000,8.6320E-004
1531.880000,8.9880E-004
1532.000000,8.9340E-004
1532.120000,9.0540E-004
1532.240000,9.0670E-004
1532.360000,9.0320E-004
1532.480000,9.0280E-004
1532.600000,9.1090E-004
1532.720000,8.9860E-004
1532.840000,8.7610E-004
1532.960000,8.5310E-004
1533.080000,8.4610E-004
1533.200000,7.9660E-004
1533.320000,7.8000E-004
1533.440000,7.4070E-004
1533.560000,6.8360E-004
1533.680000,7.0350E-004
1533.800000,9.9740E-004
1533.920000,9.2440E-004
1534.040000,8.5540E-004
1534.160000,7.9020E-004
1534.280000,7.2110E-004
1534.400000,6.6570E-004
1534.520000,9.5650E-004
1534.640000,1.0690E-003
1534.760000,9.6720E-004
1534.880000,8.8010E-004
1535.000000,7.9240E-004
1535.120000,7.1030E-004
1535.240000,6.8310E-004
1535.360000,1.0990E-003
1535.480000,1.0170E-003
1535.600000,9.2730E-004
1535.720000,8.1020E-004
1535.840000,7.3610E-004
1535.960000,6.5900E-004
1536.080000,7.6060E-004
1536.200000,8.4840E-004
1536.320000,7.6340E-004
1536.440000,6.8850E-004
1536.560000,6.2310E-004
1536.680000,5.7550E-004
1536.800000,5.4440E-004
1536.920000,9.1520E-004
1537.040000,8.8930E-004
1537.160000,8.3290E-004
1537.280000,7.5570E-004
1537.400000,6.3350E-004
1537.520000,7.9670E-005
1537.640000,1.8540E-005
1537.760000,1.3560E-005
1537.880000,1.4930E-005
1538.000000,9.7220E-006
1538.120000,9.1420E-006
1538.240000,1.2570E-005
1538.360000,1.3220E-005
1538.480000,1.2320E-005
1538.600000,8.8930E-006
1538.720000,1.0080E-005
1538.840000,1.3940E-005
1538.960000,8.8760E-006
1539.080000,7.9860E-006
1539.200000,1.2380E-005
1539.320000,9.4550E-006
1539.440000,8.1360E-006
1539.560000,1.1520E-005
