File,w0sa250623_16
,
Center Wavelength,1550
Span Wavelength,50
Start Wavelength,1525.0
Stop Wavelength,1575.0
Resolution,0.2
Sampling Points,501
,
Wavelength(A),Level(A)
1525.0,1e-12
1525.1,1e-12
1525.1999999999998,1e-12
1525.2999999999997,1e-12
1525.3999999999996,1e-12
1525.4999999999995,1e-12
1525.5999999999995,1e-12
1525.6999999999994,1e-12
1525.7999999999993,1e-12
1525.8999999999992,1e-12
1525.999999999999,1e-12
1526.099999999999,1e-12
1526.199999999999,1e-12
1526.2999999999988,1e-12
1526.3999999999987,1e-12
1526.4999999999986,1e-12
1526.5999999999985,1e-12
1526.6999999999985,1e-12
1526.7999999999984,1e-12
1526.8999999999983,1e-12
1526.9999999999982,1e-12
1527.099999999998,1e-12
1527.199999999998,1e-12
1527.299999999998,1e-12
1527.3999999999978,1e-12
1527.4999999999977,1e-12
1527.5999999999976,1e-12
1527.6999999999975,1e-12
1527.7999999999975,1e-12
1527.8999999999974,1e-12
1527.9999999999973,1e-12
1528.0999999999972,1e-12
1528.199999999997,0.005277828254302724
1528.299999999997,0.008102626360681122
1528.399999999997,0.008632595272513945
1528.4999999999968,0.009196504679148464
1528.5999999999967,0.009792050582842729
1528.6999999999966,0.010416686668632952
1528.7999999999965,0.011076437940564858
1528.8999999999965,0.010709311079195788
1528.9999999999964,0.0053624119242106
1529.0999999999963,5.61491690888344e-10
1529.1999999999962,1e-12
1529.299999999996,1e-12
1529.399999999996,1e-12
1529.499999999996,1e-12
1529.5999999999958,1e-12
1529.6999999999957,0.0027631494346032465
1529.7999999999956,0.013045621826261735
1529.8999999999955,0.020925207207987906
1529.9999999999955,0.022055010358306995
1530.0999999999954,0.023215109995080335
1530.1999999999953,0.02440956283555086
1530.2999999999952,0.02562485770629045
1530.399999999995,0.026865428553467952
1530.499999999995,0.021216158885398698
1530.599999999995,0.006754399492590554
1530.6999999999948,1e-12
1530.7999999999947,1e-12
1530.8999999999946,1e-12
1530.9999999999945,1e-12
1531.0999999999945,1e-12
1531.1999999999944,1e-12
1531.2999999999943,0.011340524206816149
1531.3999999999942,0.0318890115123105
1531.499999999994,0.03994958441191586
1531.599999999994,0.04082574870373412
1531.699999999994,0.041609403924873105
1531.7999999999938,0.04231006710872791
1531.8999999999937,0.042916972998269604
1531.9999999999936,0.04287066217326174
1532.0999999999935,0.02581884274205778
1532.1999999999935,0.00013309883016587753
1532.2999999999934,1e-12
1532.3999999999933,1e-12
1532.4999999999932,1e-12
1532.599999999993,1e-12
1532.699999999993,1e-12
1532.799999999993,1.37154271755832e-08
1532.8999999999928,0.019353508029380125
1532.9999999999927,0.03750789696625937
1533.0999999999926,0.03933424497862883
1533.1999999999925,0.038098498527994754
1533.2999999999925,0.03677409983944857
1533.3999999999924,0.03537081474741438
1533.4999999999923,0.033874293843766314
1533.5999999999922,0.02905522581632795
1533.699999999992,0.013036210714330794
1533.799999999992,4.6860819764429426e-11
1533.899999999992,1e-12
1533.9999999999918,1e-12
1534.0999999999917,1e-12
1534.1999999999916,1e-12
1534.2999999999915,1e-12
1534.3999999999915,0.0026456400191958635
1534.4999999999914,0.011414340772889175
1534.5999999999913,0.016647921668586033
1534.6999999999912,0.015343323162721103
1534.799999999991,0.014118309286992512
1534.899999999991,0.012966451385286555
1534.999999999991,0.01189460805149467
1535.0999999999908,0.010909184010223182
1535.1999999999907,0.007902064006366375
1535.2999999999906,0.002479503228547331
1535.3999999999905,1e-12
1535.4999999999905,1e-12
1535.5999999999904,1e-12
1535.6999999999903,1e-12
1535.7999999999902,1e-12
1535.89999999999,1e-12
1535.99999999999,0.005050106409105995
1536.09999999999,0.014878396840553568
1536.1999999999898,0.018018000368081884
1536.2999999999897,0.016557057899202022
1536.3999999999896,0.015240058861417658
1536.4999999999895,0.01404895440976828
1536.5999999999894,0.012974710251395669
1536.6999999999894,0.012009288710687877
1536.7999999999893,0.007530241658181964
1536.8999999999892,0.001684684048177837
1536.999999999989,1e-12
1537.099999999989,1e-12
1537.199999999989,1e-12
1537.2999999999888,1e-12
1537.3999999999887,1e-12
1537.4999999999886,6.332422850814017e-12
1537.5999999999885,0.0063148211774010825
1537.6999999999884,0.0139022342807279
1537.7999999999884,0.015136214057138523
1537.8999999999883,0.014434395802793806
1537.9999999999882,0.013798416566477862
1538.099999999988,0.013219865811553143
1538.199999999988,0.01269046492247622
1538.299999999988,0.011668302785974633
1538.3999999999878,0.0063000861748647285
1538.4999999999877,7.286198698416536e-07
1538.5999999999876,1e-12
1538.6999999999875,1e-12
1538.7999999999874,1e-12
1538.8999999999874,1e-12
1538.9999999999873,1e-12
1539.0999999999872,5.8506225408051224e-08
1539.199999999987,0.005629979264428568
1539.299999999987,0.0105815947082035
1539.399999999987,0.011082897346238465
1539.4999999999868,0.010890987535109385
1539.5999999999867,0.010718963253119352
1539.6999999999866,0.01055680312793965
1539.7999999999865,0.0104097713253455
1539.8999999999864,0.009257423714651028
1539.9999999999864,0.0043388726755373775
1540.0999999999863,1.7811055281881844e-10
1540.1999999999862,1e-12
1540.299999999986,1e-12
1540.399999999986,1e-12
1540.499999999986,1e-12
1540.5999999999858,1e-12
1540.6999999999857,0.00013142510882090366
1540.7999999999856,0.006760918882585829
1540.8999999999855,0.011097414345904959
1540.9999999999854,0.011194205025363634
1541.0999999999854,0.011172393514767467
1541.1999999999853,0.011160447532380257
1541.2999999999852,0.011154877228570085
1541.399999999985,0.011154506204596178
1541.499999999985,0.00949144135353864
1541.599999999985,0.0038593467003919415
1541.6999999999848,1e-12
1541.7999999999847,1e-12
1541.8999999999846,1e-12
1541.9999999999845,1e-12
1542.0999999999844,1e-12
1542.1999999999844,1e-12
1542.2999999999843,0.001887817424240492
1542.3999999999842,0.007698915240636058
1542.499999999984,0.011465217149379892
1542.599999999984,0.011516283799230738
1542.699999999984,0.011568685348366217
1542.7999999999838,0.011624389268526561
1542.8999999999837,0.011687079311291343
1542.9999999999836,0.011751240200935145
1543.0999999999835,0.009253374372017039
1543.1999999999834,0.0031757898816757953
1543.2999999999834,1e-12
1543.3999999999833,1e-12
1543.4999999999832,1e-12
1543.599999999983,1e-12
1543.699999999983,1e-12
1543.799999999983,1e-12
1543.8999999999828,0.002140344265774058
1543.9999999999827,0.007486371876958031
1544.0999999999826,0.010418106779346473
1544.1999999999825,0.010488304584136474
1544.2999999999824,0.010562211423858473
1544.3999999999824,0.010636467816675377
1544.4999999999823,0.010708121279863387
1544.5999999999822,0.010778827323350606
1544.699999999982,0.007996900109168543
1544.799999999982,0.0024193289333561746
1544.899999999982,1e-12
1544.9999999999818,1e-12
1545.0999999999817,1e-12
1545.1999999999816,1e-12
1545.2999999999815,1e-12
1545.3999999999814,1e-12
1545.4999999999814,0.0026611049063492106
1545.5999999999813,0.008338687755627478
1545.6999999999812,0.011054461657552556
1545.799999999981,0.011130319158100898
1545.899999999981,0.011204190941806134
1545.999999999981,0.0112749095517459
1546.0999999999808,0.01134517047283307
1546.1999999999807,0.01141612122411448
1546.2999999999806,0.008132514218391786
1546.3999999999805,0.002264108661007515
1546.4999999999804,1e-12
1546.5999999999804,1e-12
1546.6999999999803,1e-12
1546.7999999999802,1e-12
1546.89999999998,1e-12
1546.99999999998,1e-12
1547.09999999998,0.0030721405374242927
1547.1999999999798,0.009005310402727814
1547.2999999999797,0.011586973744862797
1547.3999999999796,0.011642889002305595
1547.4999999999795,0.011697121336293761
1547.5999999999794,0.011755587690277208
1547.6999999999794,0.011816164738909661
1547.7999999999793,0.011872808650785584
1547.8999999999792,0.008282824401527809
1547.999999999979,0.002216956577866488
1548.099999999979,1e-12
1548.199999999979,1e-12
1548.2999999999788,1e-12
1548.3999999999787,1e-12
1548.4999999999786,1e-12
1548.5999999999785,1e-12
1548.6999999999784,0.002814819039406271
1548.7999999999784,0.008062077627595607
1548.8999999999783,0.010267484781406882
1548.9999999999782,0.010292659308445926
1549.099999999978,0.010319998560533573
