File,WaveData20240823_029.csv,
Date/Time,24-08-23/17:01,

Center Wavelength,1550,nm
Span Wavelength,100,nm
Start Wavelength,1500,nm
Stop Wavelength,1600,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.05,nm
Actual Resolution,0.054,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1500,nm
Stop,1600,nm
1500.000000,4.5060E-007
1500.200000,5.0090E-008
1500.400000,1.0690E-006
1500.600000,-2.2870E-006
1500.800000,9.1720E-007
1501.000000,-5.2030E-007
1501.200000,6.7560E-007
1501.400000,1.0440E-006
1501.600000,1.1810E-006
1501.800000,6.3070E-007
1502.000000,1.0050E-006
1502.200000,-1.6520E-006
1502.400000,1.3490E-006
1502.600000,8.7470E-007
1502.800000,-1.0010E-006
1503.000000,1.3500E-006
1503.200000,-1.1920E-006
1503.400000,1.7740E-006
1503.600000,-1.3220E-006
1503.800000,4.2860E-007
1504.000000,-1.7560E-007
1504.200000,9.6860E-007
1504.400000,-4.7460E-008
1504.600000,9.2930E-007
1504.800000,2.7410E-006
1505.000000,-1.6130E-006
1505.200000,-8.2190E-007
1505.400000,-4.3310E-007
1505.600000,-6.8380E-007
1505.800000,1.3010E-007
1506.000000,-1.0210E-006
1506.200000,-3.5090E-007
1506.400000,1.5550E-007
1506.600000,-9.5280E-007
1506.800000,9.1570E-008
1507.000000,-1.2650E-007
1507.200000,-6.3010E-007
1507.400000,1.2340E-006
1507.600000,-6.5660E-008
1507.800000,-7.2620E-007
1508.000000,8.7830E-007
1508.200000,3.4570E-007
1508.400000,-2.0200E-007
1508.600000,-1.4910E-006
1508.800000,6.1300E-007
1509.000000,9.5520E-007
1509.200000,4.3000E-007
1509.400000,6.7550E-007
1509.600000,-4.5300E-007
1509.800000,2.8640E-007
1510.000000,1.9870E-006
1510.200000,-1.8720E-006
1510.400000,7.6740E-007
1510.600000,6.9540E-007
1510.800000,-1.6820E-007
1511.000000,-1.0740E-007
1511.200000,1.4120E-006
1511.400000,-8.8640E-008
1511.600000,1.0990E-006
1511.800000,2.2730E-006
1512.000000,1.8870E-006
1512.200000,-1.2990E-006
1512.400000,-1.0080E-007
1512.600000,-6.4510E-007
1512.800000,3.3900E-006
1513.000000,2.5160E-007
1513.200000,1.3350E-006
1513.400000,7.1530E-007
1513.600000,4.0480E-007
1513.800000,3.7480E-007
1514.000000,-3.8270E-007
1514.200000,1.0040E-006
1514.400000,5.7710E-007
1514.600000,1.8710E-006
1514.800000,7.8840E-008
1515.000000,-4.9640E-007
1515.200000,-3.4740E-006
1515.400000,9.9130E-007
1515.600000,1.3880E-006
1515.800000,-8.5600E-007
1516.000000,-5.5040E-007
1516.200000,-7.7080E-007
1516.400000,1.0510E-006
1516.600000,-1.0400E-006
1516.800000,1.3820E-006
1517.000000,-1.1910E-007
1517.200000,-1.2620E-006
1517.400000,9.1980E-007
1517.600000,8.7990E-007
1517.800000,9.3370E-007
1518.000000,3.6600E-007
1518.200000,-4.0860E-007
1518.400000,-8.0290E-007
1518.600000,5.5530E-007
1518.800000,-2.7830E-007
1519.000000,-1.2660E-006
1519.200000,9.1600E-007
1519.400000,-1.6130E-006
1519.600000,-1.5190E-006
1519.800000,-7.6140E-008
1520.000000,1.6270E-006
1520.200000,5.0620E-007
1520.400000,-7.7960E-007
1520.600000,1.0690E-006
1520.800000,1.5000E-007
1521.000000,3.4370E-007
1521.200000,-6.0360E-007
1521.400000,1.5740E-006
1521.600000,5.2960E-007
1521.800000,1.5040E-006
1522.000000,-5.0260E-007
1522.200000,1.1800E-006
1522.400000,1.1400E-006
1522.600000,-2.6190E-007
1522.800000,7.2430E-007
1523.000000,5.5080E-007
1523.200000,1.5600E-006
1523.400000,-4.5450E-007
1523.600000,-7.8930E-007
1523.800000,-4.8250E-007
1524.000000,3.1740E-006
1524.200000,-6.1230E-007
1524.400000,-5.5850E-007
1524.600000,1.8000E-006
1524.800000,-1.4850E-006
1525.000000,1.5970E-006
1525.200000,-1.7890E-007
1525.400000,1.9010E-008
1525.600000,-6.7000E-007
1525.800000,3.6240E-007
1526.000000,4.8870E-007
1526.200000,4.4170E-007
1526.400000,6.4860E-007
1526.600000,5.5920E-008
1526.800000,3.2870E-007
1527.000000,6.5760E-007
1527.200000,7.8620E-007
1527.400000,-6.2630E-007
1527.600000,1.6110E-006
1527.800000,3.4510E-006
1528.000000,6.3970E-007
1528.200000,-3.4660E-007
1528.400000,1.2500E-004
1528.600000,1.5190E-004
1528.800000,1.6720E-004
1529.000000,1.8070E-004
1529.200000,2.1640E-005
1529.400000,1.6780E-006
1529.600000,1.4850E-007
1529.800000,6.3540E-006
1530.000000,3.4110E-004
1530.200000,3.7800E-004
1530.400000,4.2160E-004
1530.600000,3.3500E-004
1530.800000,2.1190E-005
1531.000000,1.5140E-006
1531.200000,2.2640E-006
1531.400000,1.6310E-004
1531.600000,6.4570E-004
1531.800000,6.8000E-004
1532.000000,6.8250E-004
1532.200000,2.5280E-004
1532.400000,1.4990E-005
1532.600000,2.3750E-006
1532.800000,2.2460E-006
1533.000000,4.6200E-004
1533.200000,6.2700E-004
1533.400000,5.9450E-004
1533.600000,5.3690E-004
1533.800000,1.7410E-004
1534.000000,8.3810E-006
1534.200000,2.7790E-006
1534.400000,-7.6020E-007
1534.600000,2.3510E-004
1534.800000,2.2920E-004
1535.000000,1.8880E-004
1535.200000,1.6460E-004
1535.400000,2.8890E-005
1535.600000,3.7230E-006
1535.800000,1.3690E-006
1536.000000,1.4920E-006
1536.200000,2.6850E-004
1536.400000,2.5120E-004
1536.600000,2.1410E-004
1536.800000,1.8090E-004
1537.000000,1.2870E-005
1537.200000,1.2430E-006
1537.400000,7.9900E-007
1537.600000,-3.4690E-007
1537.800000,2.3880E-004
1538.000000,2.2250E-004
1538.200000,2.0680E-004
1538.400000,1.8580E-004
1538.600000,2.1700E-005
1538.800000,-9.3680E-007
1539.000000,1.2730E-007
1539.200000,1.1980E-006
1539.400000,1.8200E-004
1539.600000,1.7680E-004
1539.800000,1.7270E-004
1540.000000,1.4140E-004
1540.200000,1.4630E-005
1540.400000,7.3280E-007
1540.600000,3.7910E-008
1540.800000,2.0220E-006
1541.000000,1.8720E-004
1541.200000,1.8470E-004
1541.400000,1.8690E-004
1541.600000,1.4100E-004
1541.800000,1.3460E-005
1542.000000,1.7790E-007
1542.200000,-6.0950E-007
1542.400000,1.2420E-006
1542.600000,1.9400E-004
1542.800000,1.9740E-004
1543.000000,1.9740E-004
1543.200000,1.2650E-004
1543.400000,1.1470E-005
1543.600000,9.9360E-007
1543.800000,-2.8480E-007
1544.000000,5.2420E-006
1544.200000,1.7320E-004
1544.400000,1.7930E-004
1544.600000,1.7920E-004
1544.800000,1.2760E-004
1545.000000,9.5910E-006
1545.200000,1.1040E-007
1545.400000,2.8600E-007
1545.600000,7.9530E-006
1545.800000,1.8650E-004
1546.000000,1.9160E-004
1546.200000,1.9360E-004
1546.400000,1.3400E-004
1546.600000,9.3900E-006
1546.800000,1.1580E-006
1547.000000,-8.5670E-007
1547.200000,9.0770E-006
1547.400000,1.9380E-004
1547.600000,1.9280E-004
1547.800000,2.0330E-004
1548.000000,1.2820E-004
1548.200000,9.5380E-006
1548.400000,-3.8730E-007
1548.600000,-1.0020E-006
1548.800000,9.1110E-006
1549.000000,1.7170E-004
1549.200000,1.7310E-004
1549.400000,1.7040E-004
1549.600000,1.1210E-004
1549.800000,8.7640E-006
1550.000000,6.8600E-007
1550.200000,-4.2260E-008
1550.400000,7.8600E-006
1550.600000,1.7370E-004
1550.800000,1.7190E-004
1551.000000,1.6850E-004
1551.200000,1.1480E-004
1551.400000,9.1620E-006
1551.600000,5.7040E-007
1551.800000,-1.9860E-006
1552.000000,7.7880E-006
1552.200000,1.7690E-004
1552.400000,1.7830E-004
1552.600000,1.7780E-004
1552.800000,1.2810E-004
1553.000000,9.1040E-006
1553.200000,2.0100E-007
1553.400000,-2.4020E-007
1553.600000,5.5330E-006
1553.800000,1.8220E-004
1554.000000,1.8090E-004
1554.200000,1.7800E-004
1554.400000,1.1460E-004
1554.600000,1.2340E-005
1554.800000,-7.8350E-007
1555.000000,1.5280E-006
1555.200000,4.1280E-006
1555.400000,2.0760E-004
1555.600000,2.0800E-004
1555.800000,2.0310E-004
1556.000000,1.4950E-004
1556.200000,1.4140E-005
1556.400000,1.1380E-006
1556.600000,1.4360E-006
1556.800000,1.7780E-006
1557.000000,1.8050E-004
1557.200000,1.7840E-004
1557.400000,1.7600E-004
1557.600000,1.5160E-004
1557.800000,1.6440E-005
1558.000000,1.8990E-006
1558.200000,1.6290E-006
1558.400000,9.6300E-007
1558.600000,1.8670E-004
1558.800000,1.8940E-004
1559.000000,1.8210E-004
1559.200000,1.6540E-004
1559.400000,2.0960E-005
1559.600000,1.0190E-006
1559.800000,-7.8250E-008
1560.000000,-8.9860E-007
1560.200000,2.1070E-004
1560.400000,2.1190E-004
1560.600000,2.0510E-004
1560.800000,1.9220E-004
1561.000000,1.3950E-005
1561.200000,3.1240E-006
1561.400000,-9.3740E-007
1561.600000,6.0880E-007
1561.800000,1.9570E-004
1562.000000,2.0050E-004
1562.200000,1.9500E-004
1562.400000,1.8530E-004
1562.600000,2.4220E-005
1562.800000,2.1470E-006
1563.000000,3.9620E-007
1563.200000,1.3150E-006
1563.400000,1.2430E-004
1563.600000,1.9790E-004
1563.800000,1.8790E-004
