File,WaveData20240823_007.csv,
Date/Time,24-08-23/16:32,

Center Wavelength,1550,nm
Span Wavelength,50,nm
Start Wavelength,1525,nm
Stop Wavelength,1575,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.07,nm
Actual Resolution,0.068,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1525,nm
Stop,1575,nm
1525.000000,6.0310E-003
1525.100000,6.4560E-003
1525.200000,6.8590E-003
1525.300000,7.3650E-003
1525.400000,7.8690E-003
1525.500000,8.4140E-003
1525.600000,9.0620E-003
1525.700000,9.6210E-003
1525.800000,1.0310E-002
1525.900000,1.0990E-002
1526.000000,1.1730E-002
1526.100000,1.2590E-002
1526.200000,1.3410E-002
1526.300000,1.4410E-002
1526.400000,1.5470E-002
1526.500000,1.6530E-002
1526.600000,1.7700E-002
1526.700000,1.8810E-002
1526.800000,2.0180E-002
1526.900000,2.1530E-002
1527.000000,2.2970E-002
1527.100000,2.4690E-002
1527.200000,2.6290E-002
1527.300000,2.8210E-002
1527.400000,3.0060E-002
1527.500000,3.2080E-002
1527.600000,3.4370E-002
1527.700000,3.6450E-002
1527.800000,3.8980E-002
1527.900000,4.1710E-002
1528.000000,4.4360E-002
1528.100000,4.7610E-002
1528.200000,5.0550E-002
1528.300000,5.3980E-002
1528.400000,5.7410E-002
1528.500000,6.0960E-002
1528.600000,6.5340E-002
1528.700000,6.9330E-002
1528.800000,7.3860E-002
1528.900000,7.8730E-002
1529.000000,8.3370E-002
1529.100000,8.8820E-002
1529.200000,9.4020E-002
1529.300000,9.9940E-002
1529.400000,1.0650E-001
1529.500000,1.1260E-001
1529.600000,1.1960E-001
1529.700000,1.2590E-001
1529.800000,1.3320E-001
1529.900000,1.4130E-001
1530.000000,1.4840E-001
1530.100000,1.5740E-001
1530.200000,1.6560E-001
1530.300000,1.7390E-001
1530.400000,1.8270E-001
1530.500000,1.9020E-001
1530.600000,2.0000E-001
1530.700000,2.0880E-001
1530.800000,2.1770E-001
1530.900000,2.2820E-001
1531.000000,2.3630E-001
1531.100000,2.4550E-001
1531.200000,2.5380E-001
1531.300000,2.5990E-001
1531.400000,2.6860E-001
1531.500000,2.7430E-001
1531.600000,2.8090E-001
1531.700000,2.8840E-001
1531.800000,2.9430E-001
1531.900000,2.9960E-001
1532.000000,3.0120E-001
1532.100000,3.0230E-001
1532.200000,3.0460E-001
1532.300000,3.0540E-001
1532.400000,3.0680E-001
1532.500000,3.0580E-001
1532.600000,3.0420E-001
1532.700000,3.0000E-001
1532.800000,2.9360E-001
1532.900000,2.8830E-001
1533.000000,2.8000E-001
1533.100000,2.7370E-001
1533.200000,2.6660E-001
1533.300000,2.5670E-001
1533.400000,2.4670E-001
1533.500000,2.3530E-001
1533.600000,2.2250E-001
1533.700000,2.1150E-001
1533.800000,1.9950E-001
1533.900000,1.8850E-001
1534.000000,1.7740E-001
1534.100000,1.6540E-001
1534.200000,1.5480E-001
1534.300000,1.4250E-001
1534.400000,1.3220E-001
1534.500000,1.2210E-001
1534.600000,1.1240E-001
1534.700000,1.0390E-001
1534.800000,9.5180E-002
1534.900000,8.7580E-002
1535.000000,8.0270E-002
1535.100000,7.3190E-002
1535.200000,6.7100E-002
1535.300000,6.0980E-002
1535.400000,5.5830E-002
1535.500000,5.1060E-002
1535.600000,4.6540E-002
1535.700000,4.2760E-002
1535.800000,3.8990E-002
1535.900000,3.5660E-002
1536.000000,3.2780E-002
1536.100000,2.9890E-002
1536.200000,2.7530E-002
1536.300000,2.5190E-002
1536.400000,2.3180E-002
1536.500000,2.1480E-002
1536.600000,1.9780E-002
1536.700000,1.8420E-002
1536.800000,1.7090E-002
1536.900000,1.5870E-002
1537.000000,1.4800E-002
1537.100000,1.3780E-002
1537.200000,1.2960E-002
1537.300000,1.2200E-002
1537.400000,1.1500E-002
1537.500000,1.0930E-002
1537.600000,1.0310E-002
1537.700000,9.7990E-003
1537.800000,9.3060E-003
1537.900000,8.8930E-003
1538.000000,8.5520E-003
1538.100000,8.1650E-003
1538.200000,7.8520E-003
1538.300000,7.5840E-003
1538.400000,7.2860E-003
1538.500000,7.0710E-003
1538.600000,6.8350E-003
1538.700000,6.5990E-003
1538.800000,6.4430E-003
1538.900000,6.2420E-003
1539.000000,6.1070E-003
1539.100000,5.9620E-003
1539.200000,5.8140E-003
1539.300000,5.7210E-003
1539.400000,5.6070E-003
1539.500000,5.5140E-003
1539.600000,5.4430E-003
1539.700000,5.3400E-003
1539.800000,5.2660E-003
1539.900000,5.1810E-003
1540.000000,5.1340E-003
1540.100000,5.1010E-003
1540.200000,5.0370E-003
1540.300000,5.0190E-003
1540.400000,4.9720E-003
1540.500000,4.9170E-003
1540.600000,4.9160E-003
1540.700000,4.8540E-003
1540.800000,4.8650E-003
1540.900000,4.8490E-003
1541.000000,4.8320E-003
1541.100000,4.8510E-003
1541.200000,4.8280E-003
1541.300000,4.8160E-003
1541.400000,4.8070E-003
1541.500000,4.7820E-003
1541.600000,4.8150E-003
1541.700000,4.8190E-003
1541.800000,4.8330E-003
1541.900000,4.8660E-003
1542.000000,4.8470E-003
1542.100000,4.8800E-003
1542.200000,4.8820E-003
1542.300000,4.8980E-003
1542.400000,4.9360E-003
1542.500000,4.9260E-003
1542.600000,4.9750E-003
1542.700000,5.0090E-003
1542.800000,5.0270E-003
1542.900000,5.0760E-003
1543.000000,5.0890E-003
1543.100000,5.0980E-003
1543.200000,5.1490E-003
1543.300000,5.1430E-003
1543.400000,5.1990E-003
1543.500000,5.1990E-003
1543.600000,5.2500E-003
