File,WaveData20240906_001.csv,
Date/Time,24-09-06/19:06,

Trace,A
Center Wavelength,1550,nm
Span Wavelength,50,nm
Start Wavelength,1525,nm
Stop Wavelength,1575,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.1,nm
Actual Resolution,0.099,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1525,nm
Stop,1575,nm

Wavelength(A),Level(A)
1525.000000,1.4610E-006
1525.100000,-6.9740E-007
1525.200000,-9.4870E-007
1525.300000,1.4210E-006
1525.400000,-9.4000E-007
1525.500000,6.3270E-007
1525.600000,-6.8280E-007
1525.700000,4.7860E-007
1525.800000,3.1770E-007
1525.900000,3.6390E-007
1526.000000,4.9390E-007
1526.100000,-2.1080E-007
1526.200000,4.9300E-007
1526.300000,1.1260E-007
1526.400000,-2.7240E-007
1526.500000,-3.7540E-008
1526.600000,5.9700E-008
1526.700000,9.8440E-007
1526.800000,-1.1570E-006
1526.900000,6.8840E-007
1527.000000,1.4510E-006
1527.100000,2.9460E-007
1527.200000,-2.0590E-007
1527.300000,6.8940E-007
1527.400000,5.3820E-007
1527.500000,1.3970E-006
1527.600000,3.8700E-007
1527.700000,-2.5030E-008
1527.800000,-1.3380E-007
1527.900000,7.7030E-008
1528.000000,-2.0890E-007
1528.100000,-6.3060E-007
1528.200000,7.3140E-005
1528.300000,1.2590E-003
1528.400000,1.7390E-003
1528.500000,1.8630E-003
1528.600000,1.9860E-003
1528.700000,2.1000E-003
1528.800000,2.2500E-003
1528.900000,2.3840E-003
1529.000000,2.3620E-003
1529.100000,2.1560E-003
1529.200000,2.2550E-003
1529.300000,2.3960E-003
1529.400000,2.5380E-003
1529.500000,2.7070E-003
1529.600000,2.8720E-003
1529.700000,3.0100E-003
1529.800000,2.6070E-003
1529.900000,2.0640E-003
1530.000000,2.1530E-003
1530.100000,2.2720E-003
1530.200000,2.3780E-003
1530.300000,2.5240E-003
1530.400000,2.6250E-003
1530.500000,2.8470E-003
1530.600000,2.7550E-003
1530.700000,2.3660E-003
1530.800000,2.4940E-003
1530.900000,2.6370E-003
1531.000000,2.7280E-003
1531.100000,2.7960E-003
1531.200000,2.9020E-003
1531.300000,2.9880E-003
1531.400000,3.0690E-003
1531.500000,3.1830E-003
1531.600000,3.2840E-003
1531.700000,3.3080E-003
1531.800000,3.3740E-003
1531.900000,3.4220E-003
1532.000000,3.4180E-003
1532.100000,3.4800E-003
1532.200000,3.4910E-003
1532.300000,3.4540E-003
1532.400000,3.4550E-003
1532.500000,3.4960E-003
1532.600000,3.4880E-003
1532.700000,3.4590E-003
1532.800000,3.4140E-003
1532.900000,3.3240E-003
1533.000000,3.2580E-003
1533.100000,3.2100E-003
1533.200000,3.0980E-003
1533.300000,2.9960E-003
1533.400000,2.9260E-003
1533.500000,2.7330E-003
1533.600000,2.6110E-003
1533.700000,3.0210E-003
1533.800000,3.6830E-003
1533.900000,3.5230E-003
1534.000000,3.3170E-003
1534.100000,3.1090E-003
1534.200000,2.8890E-003
1534.300000,2.6980E-003
1534.400000,2.5040E-003
1534.500000,3.3500E-003
1534.600000,4.2040E-003
1534.700000,3.9150E-003
1534.800000,3.5600E-003
1534.900000,3.3140E-003
1535.000000,3.0310E-003
1535.100000,2.7530E-003
1535.200000,2.6090E-003
1535.300000,3.6760E-003
1535.400000,4.2130E-003
1535.500000,3.8830E-003
1535.600000,3.5440E-003
1535.700000,3.2380E-003
1535.800000,2.9580E-003
1535.900000,2.7130E-003
1536.000000,2.5520E-003
1536.100000,3.1820E-003
1536.200000,3.3150E-003
1536.300000,3.0280E-003
1536.400000,2.7980E-003
1536.500000,2.5990E-003
1536.600000,2.3910E-003
1536.700000,2.2260E-003
1536.800000,2.2550E-003
1536.900000,3.4140E-003
1537.000000,3.5950E-003
1537.100000,3.3660E-003
1537.200000,3.1560E-003
1537.300000,2.9570E-003
1537.400000,2.2680E-003
1537.500000,3.7190E-004
1537.600000,5.4920E-005
1537.700000,4.6070E-005
1537.800000,4.2740E-005
1537.900000,3.8310E-005
1538.000000,4.0840E-005
1538.100000,4.0120E-005
1538.200000,3.5690E-005
1538.300000,3.5710E-005
1538.400000,3.4960E-005
1538.500000,2.9280E-005
1538.600000,3.0720E-005
1538.700000,3.1720E-005
1538.800000,3.3280E-005
1538.900000,3.0130E-005
1539.000000,2.8950E-005
1539.100000,2.9260E-005
1539.200000,2.8510E-005
1539.300000,3.2490E-005
1539.400000,2.7090E-005
1539.500000,2.7510E-005
1539.600000,2.5710E-005
1539.700000,2.5900E-005
1539.800000,2.6590E-005
1539.900000,2.4210E-005
1540.000000,2.4230E-005
1540.100000,2.3960E-005
1540.200000,2.5710E-005
1540.300000,2.3990E-005
1540.400000,2.7280E-005
1540.500000,2.2670E-005
1540.600000,2.4300E-005
1540.700000,2.5490E-005
1540.800000,2.4940E-005
1540.900000,2.3920E-005
1541.000000,2.1150E-005
1541.100000,2.3360E-005
1541.200000,2.3610E-005
1541.300000,2.4920E-005
1541.400000,2.4960E-005
1541.500000,2.4060E-005
1541.600000,2.0910E-005
1541.700000,2.5560E-005
1541.800000,1.9850E-005
1541.900000,2.4350E-005
