Wavelength(A),Level(A)
1528.822096573705,0.009186790312480913
1528.8708255243196,0.009452622299684186
1528.9195575813599,0.009725944913609553
1528.968292745123,0.010002740947504137
1529.0170310159065,0.010284123930781134
1529.065772394007,0.010577555522324578
1529.114516879722,0.01088090109477189
1529.1632644733486,0.011182002796960458
1529.2120151751842,0.011490339249631191
1529.2607689855256,0.01181497483652985
1529.3095259046709,0.012145554821108396
1529.3582859329167,0.012471729301411034
1529.4070490705608,0.012814923206872284
1529.4558153179007,0.013183363598103855
1529.5045846752334,0.013549460526552159
1529.5533571428573,0.013912656414108734
1529.6021327210688,0.014271845632161074
1529.6509114101664,0.011623414498571863
1529.6996932104475,0.011919838320943269
1529.7484781222095,0.012224356918605475
1529.7972661457502,0.012535949687010607
1529.8460572813676,0.012854330870849803
1529.8948515293591,0.01317262158538125
1529.943648890023,0.013494084580277755
1529.9924493636568,0.013810977286452301
1530.0412529505584,0.014136339576467162
1530.0900596510255,0.014470730641230825
1530.1388694653565,0.01480615325200403
1530.1876823938496,0.015144491435137448
1530.2364984368023,0.015486080286183012
1530.2853175945127,0.015833827743879907
1530.3341398672792,0.016176640338148054
1530.3829652553998,0.016524208708972123
1530.431793759173,0.010637274934376618
1530.4806253788965,0.0108528825223219
1530.5294601148692,0.011073319154519323
1530.5782979673888,0.011293326078585703
1530.6271389367541,0.011509355938431722
1530.6759830232631,0.011724651713867155
1530.7248302272149,0.01193961452561065
1530.7736805489071,0.012151283535671695
1530.8225339886385,0.01236338998257787
1530.871390546708,0.012569231348155085
1530.9202502234139,0.012776641519751906
1530.9691130190545,0.012981308548685984
1531.0179789339293,0.013185823641933197
1531.066847968336,0.013375718524143716
1531.115720122574,0.013567835614599394
1531.1645953969419,0.013761615693995458
1531.2134737917386,0.011076438418152037
1531.2623553072626,0.011211596959813
1531.311239943813,0.011347353203645997
1531.3601277016887,0.011484152164747224
1531.4090185811888,0.011610526447660361
1531.4579125826122,0.011735204804359824
1531.506809706258,0.011840762360847282
1531.555709952425,0.011945994954534798
1531.6046133214127,0.012049456459649107
1531.6535198135198,0.012146277889442298
1531.7024294290459,0.01222401544782078
1531.75134216829,0.012298312920269382
1531.8002580315513,0.01236794601754989
1531.8491770191295,0.012428645068346929
1531.8980991313235,0.01248330303617465
1531.947024368433,0.01252243139823332
1531.995952730757,0.01255660158503055
1532.0448842185954,0.0125782092794297
1532.0938188322473,0.01259711045402054
1532.1427565720126,0.01259711045402054
1532.1916974381907,0.012592861284636736
1532.2406414310815,0.012575098307737448
1532.289588550984,0.012550211733154194
1532.3385387981982,0.01251468874952515
1532.3874921730242,0.012468367464147562
1532.4364486757613,0.012413747479311798
1532.4854083067094,0.01234413147350399
1532.5343710661682,0.012269112538926557
1532.583336954438,0.012184058446805453
1532.6323059718184,0.01209688134674367
1532.6812781186095,0.01198303530430818
