Wavelength(A),Level(A)
1528.675928357448,0.0020751611929224756
1528.7246479905664,0.002136018408819177
1528.7733707292198,0.0021984409498638107
1528.822096573705,0.0022789473147720074
1528.8708255243196,0.0023448916841122265
1528.9195575813599,0.0023796810456877503
1528.968292745123,0.0024474057018760435
1529.0170310159065,0.002325572813585544
1529.065772394007,0.0023919271804264714
1529.114516879722,0.0021700981935326527
1529.1632644733486,0.0022301502291405297
1529.2120151751842,0.002271493809665386
1529.2607689855256,0.002335670132924167
1529.3095259046709,0.0024091779988323603
1529.3582859329167,0.0024738775859076256
1529.4070490705608,0.002549560021127891
1529.4558153179007,0.002622862129653128
1529.5045846752334,0.002714353555807215
1529.5533571428573,0.00278711232335459
1529.6021327210688,0.002874876255307124
1529.6509114101664,0.0029476284632968344
1529.6996932104475,0.0030095666775408593
1529.7484781222095,0.0030864527056512756
1529.7972661457502,0.0026172640739980427
1529.8460572813676,0.002683735913396274
1529.8948515293591,0.002088966771288777
1529.943648890023,0.0021399456527654154
1529.9924493636568,0.0021461484271451145
1530.0412529505584,0.002196707902588803
1530.0900596510255,0.002259883082691908
1530.1388694653565,0.002312265778661585
1530.1876823938496,0.002364681589158376
1530.2364984368023,0.0024180177391762707
1530.2853175945127,0.002502016232047159
1530.3341398672792,0.0025561864989771294
1530.3829652553998,0.0026075146187305807
1530.431793759173,0.0026603358353119934
1530.4806253788965,0.0028025714417870607
1530.5294601148692,0.00285949543491511
1530.5782979673888,0.002774708900424498
1530.6271389367541,0.002827786264055113
1530.6759830232631,0.0024540919000513315
1530.7248302272149,0.002499085858762109
1530.7736805489071,0.002459656150696916
1530.8225339886385,0.002502590621380914
1530.871390546708,0.0025952730157422174
1530.9202502234139,0.00263809870703755
1530.9691130190545,0.0026995638926599554
1531.0179789339293,0.0027420943940468937
1531.066847968336,0.002773271835076931
1531.115720122574,0.00281310467957317
1531.1645953969419,0.002864020882914535
1531.2134737917386,0.002902063372931948
1531.2623553072626,0.002955331763396689
1531.311239943813,0.0029911165620223556
1531.3601277016887,0.00303644477176969
1531.4090185811888,0.0030698585166533308
1531.4579125826122,0.003134514974624359
1531.506809706258,0.0031627097736935455
1531.555709952425,0.0032388792213546985
1531.6046133214127,0.0032669304067436218
1531.6535198135198,0.0032968234068106467
1531.7024294290459,0.0033179234511520727
1531.75134216829,0.0033417240316984203
1531.8002580315513,0.0033606448866231905
1531.8491770191295,0.0033975210217088666
1531.8980991313235,0.0034124624407997945
1531.947024368433,0.0034201183774826634
1531.995952730757,0.0034294509168363036
1532.0448842185954,0.0034456913978973356
1532.0938188322473,0.003450869210831671
1532.1427565720126,0.003484699150591529
1532.1916974381907,0.0034835237161935785
1532.2406414310815,0.003475914517593607
1532.289588550984,0.003469035556986684
1532.3385387981982,0.003454385369156528
1532.3874921730242,0.0034415994682291113
1532.4364486757613,0.0034698885872796424
1532.4854083067094,0.0034504295331586323
1532.5343710661682,0.003493248129549412
1532.583336954438,0.003469031622669236
1532.6323059718184,0.003478604365841119
1532.6812781186095,0.003445866561038522
1532.730253395111,0.00344532312750619
1532.7792318016234,0.003408729723659601
1532.8282133384464,0.003388362841525305
1532.8771980058802,0.003345235176005579
1532.926185804225,0.003306588406682104
1532.9751767337807,0.0032582686528863447
1533.024170794848,0.003246332068981201
1533.073167987727,0.0031967673722676695
1533.1221683127178,0.0031848259463615066
1533.1711717701207,0.0031289384280444024
1533.2201783602366,0.0030771410714648846
1533.2691880833652,0.003017552161970526
1533.3182009398076,0.0029831351553134574
1533.3672169298638,0.002919388114633669
1533.4162360538346,0.0028937603034848132
1533.4652583120205,0.0028266849500090487
1533.514283704722,0.0027152299815937433
1533.56331223224,0.0026470414264942723
1533.6123438948748,0.0026584372732412595
1533.6613786929274,0.002586232770249377
1533.7104166266986,0.00308400348142573
1533.759457696489,0.0029948918473257516
1533.8085019025996,0.003669118030102224
1533.8575492453313,0.003563221723099504
1533.9065997249847,0.0035090178436881832
1533.9556533418613,0.003395927644875352
1534.0047100962615,0.003306897139365411
1534.0537699884865,0.0031963446237487083
1534.1028330188376,0.003102542159019821
1534.1518991876158,0.0029995487019622603
1534.2009684951222,0.0028870866996726077
1534.250040941658,0.0027829847049106325
1534.2991165275246,0.0026996307676147627
1534.3481952530228,0.002601288099036909
1534.3972771184542,0.0025090926007225486
1534.4463621241202,0.002414520188279186
1534.4954502703222,0.0033059313401059822
1534.5445415573613,0.003174979550877319
1534.5936359855393,0.004143687859195549
1534.6427335551575,0.003978661113046447
1534.6918342665174,0.003937833537666899
1534.7409381199207,0.003776462347643736
1534.7900451156688,0.003593844725152582
1534.8391552540636,0.0034448980608094222
1534.888268535407,0.0033419541382157143
1534.93738496,0.003203345351410991
1534.986504528145,0.003067731690607316
1535.0356272401434,0.0029370247539910613
1535.0847530962972,0.0027936755963468463
1535.1338820969083,0.002674239007553221
1535.1830142422787,0.0026329160034083317
1535.2321495327103,0.0025226404390829133
1535.281287968505,0.0034475811437657006
1535.3304295499647,0.0033035062378540055
1535.3795742773918,0.0040972908987872555
1535.4287221510883,0.00391937975796417
1535.4778731713564,0.0039537136852877365
1535.5270273384979,0.003788095791112558
1535.5761846528158,0.0036219434759567582
1535.6253451146113,0.003468327107580939
1535.6745087241875,0.0033133952060737525
1535.7236754818468,0.003172084622287071
1535.772845387891,0.003031542321315418
1535.822018442623,0.0029053223641454418
1535.871194646345,0.002781411428896678
1535.9203739993595,0.002665055023184101
1535.9695565019695,0.0025999732181279426
1536.0187421544767,0.002492969303831659
1536.0679309571844,0.0029646480014112555
1536.1171229103952,0.0028421247305819154
1536.1663180144114,0.0032695953228488823
1536.2155162695362,0.003136729850996626
1536.264717676072,0.003126302510353681
1536.313922234322,0.003003640763497823
1536.3631299445885,0.00288069068456415
1536.4123408071748,0.0027692160238417655
1536.4615548223837,0.0026737707680973568
1536.5107719905182,0.002572389821703833
1536.5599923118814,0.0024721366702853045
1536.609215786776,0.002380154312152448
1536.6584424155053,0.0022931377002016608
1536.7076721983724,0.0022106611074650053
1536.7569051356807,0.0022424569128972607
1536.806141227733,0.0021646845860888706
1536.8553804748326,0.002837259611243331
1536.904622877283,0.0027415567124974573
1536.9538684353872,0.0035103422936300626
1537.0031171494488,0.003394384822405032
1537.0523690197713,0.0034731925446556274
1537.101624046658,0.0033658881364505107
1537.1508822304118,0.0032574538800835867
1537.2001435713369,0.003159423346179324
1537.2494080697368,0.0030560547538890305
1537.298675725915,0.0029664344347490254
1537.3479465401751,0.002603820684249098
1537.3972205128207,0.0025292940499374965
1537.4464976441552,0.0009784147640167138
1537.495777934483,0.0009525168716073966
1537.5450613841074,0.00015706877096254544
1537.5943479933326,0.0001529695728160275
1537.6436377624618,5.086608592656909e-05
1537.6929306917996,4.963672030537217e-05
1537.7422267816498,4.463326422135714e-05
1537.791526032316,4.360582199972845e-05
1537.8408284441025,4.087249305238642e-05
1537.8901340173134,3.9925584353591795e-05
1537.9394427522523,3.928866284692981e-05
1537.9887546492241,3.8479243734507155e-05
1538.0380697085322,4.0564376286680525e-05
1538.0873879304816,3.976580378626157e-05
1538.136709315376,3.843320010432361e-05
1538.1860338635197,3.7665135835259076e-05
1538.2353615752172,3.569707133173448e-05
1538.2846924507728,3.507011234719229e-05
1538.3340264904912,3.545300147531621e-05
1538.383363694676,3.4826259136742204e-05
1538.4327040636324,3.299043776306335e-05
1538.4820475976649,3.2420268758383724e-05
1538.531394297078,2.972467527166696e-05
1538.5807441621762,2.924312666551106e-05
1538.630097193264,3.101762301290393e-05
1538.679453390646,3.057227684509242e-05
1538.7288127546274,3.2161845102689955e-05
1538.7781752855126,3.171431416912453e-05
1538.8275409836065,3.238093672603322e-05
1538.8769098492141,3.1954420603998874e-05
1538.9262818826398,2.981527768202743e-05
1538.975657084189,2.946127068974525e-05
1539.0250354541663,2.9027304110740962e-05
1539.0744169928769,2.868007858601945e-05
1539.1238017006258,2.9079708331682145e-05
1539.1731895777177,2.8737873858880862e-05
1539.2225806244585,2.9363845440018733e-05
1539.2719748411525,2.9100040452709646e-05
1539.3213722281057,3.125197453158122e-05
1539.3707727856224,3.088564015164253e-05
1539.4201765140087,2.717422618546518e-05
1539.4695834135696,2.6990556409568946e-05
1539.5189934846103,2.7158663480409962e-05
1539.5684067274362,2.690285605909319e-05
1539.6178231423528,2.5743763405384532e-05
1539.6672427296655,2.555746827162474e-05
1539.71666548968,2.6013741973491192e-05
1539.7660914227017,2.581214180407261e-05
1539.8155205290361,2.620580351621747e-05
1539.8649528089886,2.603073791715784e-05
1539.9143882628657,2.4212876795436553e-05
1539.963826890972,2.4053096158028915e-05
1540.0132686936142,2.4193998170401684e-05
1540.0627136710975,2.4065749868334362e-05
1540.1121618237278,2.4166313237390797e-05
1540.161613151811,2.4053781417744464e-05
1540.2110676556529,2.55137113614481e-05
1540.2605253355596,2.539208377740506e-05
1540.3099861918372,2.4299888374714292e-05
1540.3594502247913,2.4184741928104552e-05
1540.4089174347282,2.683335414663933e-05
1540.458387821954,2.6739592651786434e-05
1540.5078613867747,2.2794089213616934e-05
1540.5573381294964,2.271234282287109e-05
1540.6068180504255,2.437934478119293e-05
1540.6563011498683,2.4306455359555178e-05
1540.7057874281309,2.5457839053538874e-05
1540.7552768855196,2.538494779967216e-05
1540.804769522341,2.489037442535042e-05
1540.8542653389013,2.4837617927893186e-05
1540.903764335507,2.380942909978838e-05
1540.9532665124648,2.3768012486722417e-05
1541.0027718700806,2.1208348671491477e-05
1541.0522804086615,2.115347982448832e-05
1541.101792128514,2.336445722590645e-05
1541.1513070299447,2.3355788034344965e-05
1541.2008251132602,2.362052278740285e-05
1541.2503463787673,2.3594201368175554e-05
1541.2998708267728,2.4918261904369558e-05
1541.3493984575834,2.488672255132043e-05
1541.3989292715062,2.4959571396256366e-05
1541.4484632688475,2.4953985282630958e-05
1541.4980004499148,2.4077672897083682e-05
1541.5475408150148,2.405773961967643e-05
1541.5970843644543,2.0995719187983152e-05
1541.6466310985409,2.0987878551312684e-05
1541.696181017581,2.5364753393796313e-05
1541.7457341218822,2.5364973774906054e-05
1541.7952904117515,2.0087751874385817e-05
1541.844849887496,2.008380287271152e-05
1541.894412549423,2.4073600651539406e-05
1541.9439783978398,2.4101367110873214e-05
1541.9935474330537,2.41066915536646e-05
1542.0431196553718,2.412110140639878e-05
1542.092695065102,2.3412565665001675e-05
1542.1422736625514,2.3433535211503708e-05
1542.1918554480276,2.3910564433712778e-05
1542.241440421838,2.3914129401815315e-05
1542.29102858429,2.5556969410385377e-05
1542.3406199356914,2.5598852389173345e-05
1542.3902144763497,2.3335004668152085e-05
1542.4398122065727,2.3374869423059168e-05
1542.489413126668,2.6107567218833683e-05
1542.5390172369437,2.6133230293080333e-05
1542.588624537707,2.481693705948146e-05
1542.638235029266,2.4838648915034935e-05
1542.6878487119286,2.7573017226902764e-05
1542.7374655860028,2.759903133743762e-05
1542.7870856517964,2.534321667565267e-05
