File,WaveData20240906_003.csv,
Date/Time,24-09-06/19:18,

Trace,A
Center Wavelength,1535,nm
Span Wavelength,8.4,nm
Start Wavelength,1530.8,nm
Stop Wavelength,1539.2,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.1,nm
Actual Resolution,0.100,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,
Start,1530.8,nm
Stop,1539.2,nm

Wavelength(A),Level(A)
1530.800000,-1.7190E-007
1530.816800,-6.5720E-007
1530.833600,1.2600E-006
1530.850400,-1.0380E-006
1530.867200,1.1630E-006
1530.884000,1.5940E-007
1530.900800,-1.3630E-007
1530.917600,-1.3150E-007
1530.934400,-1.8150E-007
1530.951200,8.7000E-007
1530.968000,-9.1020E-007
1530.984800,5.3800E-007
1531.001600,-4.8040E-009
1531.018400,-6.2440E-007
1531.035200,-2.6890E-008
1531.052000,8.1660E-007
1531.068800,1.9210E-009
1531.085600,1.1690E-006
1531.102400,-1.1350E-006
1531.119200,4.0920E-007
1531.136000,1.4560E-006
1531.152800,5.0910E-008
1531.169600,-9.5810E-007
1531.186400,-6.1660E-007
1531.203200,9.2210E-007
1531.220000,1.8720E-007
1531.236800,6.7240E-009
1531.253600,-7.2620E-007
1531.270400,-1.8820E-007
1531.287200,3.3040E-007
1531.304000,2.6880E-007
1531.320800,-9.3140E-007
1531.337600,3.1120E-007
1531.354400,8.1070E-007
1531.371200,1.0170E-007
1531.388000,7.9630E-007
1531.404800,6.7040E-007
1531.421600,-8.6200E-007
1531.438400,1.1090E-006
1531.455200,-1.2800E-006
1531.472000,-1.0560E-008
1531.488800,1.3220E-006
1531.505600,-8.6100E-007
1531.522400,-2.8900E-007
1531.539200,-4.3790E-007
1531.556000,-1.1230E-006
1531.572800,2.7840E-008
1531.589600,-6.6940E-007
1531.606400,4.9740E-007
1531.623200,-1.7270E-007
1531.640000,-3.3310E-007
1531.656800,-7.3270E-007
1531.673600,-4.5800E-007
1531.690400,1.3770E-006
1531.707200,-1.2190E-007
1531.724000,6.2230E-007
1531.740800,1.4700E-006
1531.757600,8.1240E-007
1531.774400,-1.8710E-007
1531.791200,-2.2680E-006
1531.808000,-5.5880E-007
1531.824800,-6.3560E-007
1531.841600,-4.9250E-007
1531.858400,-5.4820E-007
1531.875200,1.7330E-006
1531.892000,-1.3520E-006
1531.908800,-6.2790E-007
1531.925600,-4.7900E-007
1531.942400,3.5420E-007
1531.959200,5.8560E-008
1531.976000,-2.3030E-007
1531.992800,3.5130E-007
1532.009600,5.7320E-007
1532.026400,-7.0370E-007
1532.043200,-2.4480E-007
1532.060000,9.8760E-007
1532.076800,1.7400E-006
1532.093600,-9.6960E-007
1532.110400,9.1830E-007
1532.127200,-7.2110E-007
1532.144000,1.3630E-006
1532.160800,-3.5330E-007
1532.177600,-1.4860E-006
1532.194400,9.6370E-007
1532.211200,-9.7760E-007
1532.228000,-1.2190E-007
1532.244800,5.9640E-007
1532.261600,-6.3000E-007
1532.278400,2.3990E-006
1532.295200,-1.1800E-007
1532.312000,6.7800E-007
1532.328800,-4.9360E-007
1532.345600,1.0440E-006
1532.362400,5.4550E-007
1532.379200,1.6320E-006
1532.396000,-6.3770E-007
1532.412800,-1.0250E-006
1532.429600,1.3630E-007
1532.446400,9.4860E-007
1532.463200,-9.8810E-007
1532.480000,-9.3750E-007
1532.496800,7.0120E-007
1532.513600,-1.7000E-007
1532.530400,-3.5630E-007
1532.547200,-9.5820E-007
1532.564000,-2.6130E-007
1532.580800,7.9740E-008
1532.597600,6.2540E-007
1532.614400,-7.6180E-007
1532.631200,3.2660E-007
1532.648000,-9.9520E-007
1532.664800,1.9360E-006
1532.681600,3.1510E-007
1532.698400,-1.4110E-006
1532.715200,-4.2270E-007
1532.732000,-3.4200E-007
1532.748800,-3.9400E-008
1532.765600,-1.5940E-007
1532.782400,1.8210E-006
1532.799200,1.1000E-006
1532.816000,-1.2630E-006
1532.832800,4.1600E-007
1532.849600,1.0870E-006
1532.866400,-3.3340E-007
1532.883200,6.4580E-007
1532.900000,-1.1080E-006
1532.916800,1.3680E-006
1532.933600,-7.5060E-007
1532.950400,1.9980E-007
1532.967200,-6.0830E-007
1532.984000,-6.1800E-007
1533.000800,8.1890E-007
1533.017600,6.6310E-007
1533.034400,1.4500E-006
1533.051200,-1.1070E-006
1533.068000,-2.9990E-007
1533.084800,1.1040E-006
1533.101600,1.6330E-008
1533.118400,1.5760E-007
1533.135200,-1.1800E-006
1533.152000,-4.9990E-008
1533.168800,-1.6110E-006
1533.185600,-2.9030E-007
1533.202400,-3.7000E-007
1533.219200,8.3160E-007
1533.236000,1.1040E-006
1533.252800,-2.4800E-007
1533.269600,9.3410E-007
1533.286400,-8.0470E-007
1533.303200,-2.5280E-007
1533.320000,-6.7010E-007
1533.336800,1.0610E-006
1533.353600,-6.3460E-007
1533.370400,1.6340E-008
1533.387200,6.6350E-007
1533.404000,7.2320E-007
1533.420800,-7.2130E-008
1533.437600,-4.9900E-007
1533.454400,2.0600E-006
1533.471200,1.4420E-007
1533.488000,3.6740E-007
1533.504800,-1.3020E-006
1533.521600,1.1330E-006
1533.538400,2.6920E-008
1533.555200,9.7300E-007
1533.572000,1.3550E-006
1533.588800,2.9820E-007
1533.605600,-7.3590E-007
1533.622400,7.0410E-007
1533.639200,-2.4190E-006
1533.656000,1.6100E-006
1533.672800,-1.1650E-006
1533.689600,7.5620E-007
1533.706400,-8.2250E-007
1533.723200,-3.0300E-007
1533.740000,-3.8760E-007
1533.756800,8.7540E-007
1533.773600,2.4430E-007
1533.790400,-5.2140E-007
1533.807200,-3.0970E-007
1533.824000,7.6980E-008
1533.840800,3.8670E-007
1533.857600,-7.3990E-007
1533.874400,1.5830E-006
1533.891200,6.1200E-007
1533.908000,1.2520E-006
1533.924800,-1.3810E-006
1533.941600,-4.9170E-007
1533.958400,1.0070E-006
1533.975200,-4.6570E-007
1533.992000,-4.8880E-007
1534.008800,3.0500E-007
1534.025600,-1.0580E-006
1534.042400,7.3620E-007
1534.059200,-1.5370E-006
1534.076000,8.0070E-007
1534.092800,-9.1350E-007
1534.109600,-2.5500E-007
1534.126400,4.1770E-007
1534.143200,-6.5050E-007
1534.160000,-5.9950E-007
1534.176800,2.7710E-007
1534.193600,7.9880E-008
1534.210400,-1.3220E-006
1534.227200,1.0290E-006
1534.244000,-2.9830E-008
1534.260800,8.6980E-007
1534.277600,1.0930E-006
1534.294400,-1.2410E-006
1534.311200,-1.2510E-008
1534.328000,7.9690E-007
1534.344800,1.0560E-006
1534.361600,7.7000E-007
1534.378400,1.0130E-006
1534.395200,4.9700E-006
1534.412000,2.6320E-005
1534.428800,5.9470E-005
1534.445600,1.3830E-004
1534.462400,2.7550E-004
1534.479200,4.3540E-004
1534.496000,5.9980E-004
1534.512800,7.4870E-004
1534.529600,8.6730E-004
1534.546400,9.6520E-004
1534.563200,1.0120E-003
1534.580000,1.0160E-003
1534.596800,1.0380E-003
1534.613600,1.0270E-003
1534.630400,1.0130E-003
1534.647200,1.0100E-003
1534.664000,9.9800E-004
1534.680800,9.8000E-004
1534.697600,9.7390E-004
1534.714400,9.6620E-004
1534.731200,9.3790E-004
1534.748000,9.2330E-004
1534.764800,9.1900E-004
1534.781600,9.0440E-004
1534.798400,8.8550E-004
1534.815200,8.8550E-004
1534.832000,8.6740E-004
1534.848800,8.5560E-004
1534.865600,8.5500E-004
1534.882400,8.4280E-004
1534.899200,8.2560E-004
1534.916000,8.3390E-004
1534.932800,8.0750E-004
1534.949600,7.9660E-004
1534.966400,7.8780E-004
1534.983200,7.7240E-004
1535.000000,7.5740E-004
1535.016800,7.4860E-004
1535.033600,7.2990E-004
1535.050400,7.1690E-004
1535.067200,7.1010E-004
1535.084000,7.0130E-004
1535.100800,6.8890E-004
1535.117600,6.8530E-004
1535.134400,6.7320E-004
1535.151200,6.5830E-004
1535.168000,6.4900E-004
1535.184800,6.3740E-004
1535.201600,6.0740E-004
1535.218400,5.8850E-004
1535.235200,5.5340E-004
1535.252000,4.9600E-004
1535.268800,4.5340E-004
1535.285600,3.9880E-004
1535.302400,3.4950E-004
1535.319200,3.1890E-004
1535.336000,2.9600E-004
1535.352800,2.6960E-004
1535.369600,2.6420E-004
1535.386400,2.5740E-004
1535.403200,2.5400E-004
1535.420000,2.4950E-004
1535.436800,2.4530E-004
1535.453600,2.3610E-004
1535.470400,2.3060E-004
1535.487200,2.3350E-004
1535.504000,2.2330E-004
1535.520800,2.2000E-004
