Wavelength(A),Level(A)
1535.0847530962972,0.0022328772194613465
1535.1338820969083,0.0021374161578276364
1535.1830142422787,0.002047284261759271
1535.2321495327103,0.0019615369659823465
1535.281287968505,0.0018795639889155542
1535.3304295499647,0.001801016742725947
1535.3795742773918,0.0017221409545086106
1535.4287221510883,0.0016473627487518596
1535.4778731713564,0.0015786864735757755
1535.5270273384979,0.0015125565637926304
1535.5761846528158,0.0014486245090509116
1535.6253451146113,0.0013871844458092242
1535.6745087241875,0.001328161053294761
1535.7236754818468,0.0012715172779130088
1535.772845387891,0.0012172312319097493
1535.822018442623,0.001166551129944047
1535.871194646345,0.0011181807640818365
1535.9203739993595,0.0005369736341448268
1535.9695565019695,0.0005145808019792433
1536.0187421544767,0.0004934028299718446
1536.0679309571844,0.00047306545800777873
1536.1171229103952,0.00045351456117149276
1536.1663180144114,0.0004349393880219397
1536.2155162695362,0.00041726489888475985
1536.264717676072,0.00040072112720837983
1536.313922234322,0.00038499867127116864
1536.3631299445885,0.0003700636054780934
1536.4123408071748,0.00035574318048855113
1536.4615548223837,0.0003422112404169437
1536.5107719905182,0.0003292356705461353
1536.5599923118814,0.00031689510135915564
1536.609215786776,0.0003051041841925891
1536.6584424155053,0.00029388298251138635
1536.7076721983724,0.0017875840667024648
1536.7569051356807,0.0017244216266505009
1536.806141227733,0.0016646156693846156
1536.8553804748326,0.0016072774558123038
1536.904622877283,0.001553062779439165
1536.9538684353872,0.0015008678022384425
1537.0031171494488,0.001451289493220986
1537.0523690197713,0.0014041275133357114
1537.101624046658,0.0013607469434635192
1537.1508822304118,0.001319168463796712
1537.2001435713369,0.0012794691177503029
1537.2494080697368,0.0012415515197354366
1537.298675725915,0.00120514240655255
1537.3479465401751,0.001170453874508397
1537.3972205128207,0.0011369531083412982
1537.4464976441552,0.0011067255740675806
1537.495777934483,0.000170761367915786
1537.5450613841074,0.00016623550661152778
1537.5943479933326,0.00016189707398477736
1537.6436377624618,0.00015783200586914773
1537.6929306917996,0.00015401741627756442
1537.7422267816498,0.00015046169263100632
1537.791526032316,0.00014699811678810793
1537.8408284441025,0.00014361981185002226
1537.8901340173134,0.00014029251666923336
1537.9394427522523,0.0001370363620553179
1537.9887546492241,0.00013421315957126776
1538.0380697085322,0.00013147156488100585
1538.0873879304816,0.00012888334373940553
1538.136709315376,0.0001263330695495184
1538.1860338635197,0.00012380837952998214
1538.2353615752172,0.00012148816385915706
1538.2846924507728,0.0018916402155147464
1538.3340264904912,0.001858266957341278
1538.383363694676,0.0018254162950539186
1538.4327040636324,0.0017937423947086508
1538.4820475976649,0.0017627414021426243
1538.531394297078,0.0017330090634607091
1538.5807441621762,0.001704933799682788
1538.630097193264,0.0016814047885819327
1538.679453390646,0.001657263442263317
1538.7288127546274,0.0016320499814335616
1538.7781752855126,0.0016093400638438114
1538.8275409836065,0.0015885199958897548
1538.8769098492141,0.0015675962840727277
1538.9262818826398,0.001546823945017093
1538.975657084189,0.0015284579751205377
1539.0250354541663,0.0015104503663920738
1539.0744169928769,9.416295802785817e-05
1539.1238017006258,9.304202320577368e-05
1539.1731895777177,9.194830621975223e-05
1539.2225806244585,9.098384320375817e-05
1539.2719748411525,9.016644373710017e-05
1539.3213722281057,8.91995226951477e-05
1539.3707727856224,8.815392950216936e-05
1539.4201765140087,8.747621718934874e-05
1539.4695834135696,8.688496807344892e-05
1539.5189934846103,8.601627401924726e-05
1539.5684067274362,8.520608682929175e-05
1539.6178231423528,8.465615362084407e-05
1539.6672427296655,8.404353808309054e-05
1539.71666548968,8.331278893814178e-05
1539.7660914227017,8.266713509942165e-05
1539.8155205290361,8.20964259321706e-05
1539.8649528089886,0.0012924485084081319
1539.9143882628657,0.0012839339906411374
1539.963826890972,0.0012754613174785399
1540.0132686936142,0.0012671522580010146
1540.0627136710975,0.0012604352976869403
1540.1121618237278,0.001253953617669197
1540.161613151811,0.0012481145109356942
1540.2110676556529,0.001242243793790092
1540.2605253355596,0.001236321836404486
1540.3099861918372,0.0012304495365470561
1540.3594502247913,0.00122461897923415
1540.4089174347282,0.0012200147419102396
1540.458387821954,0.0012157517487220262
1540.5078613867747,0.001211223235458714
1540.5573381294964,0.0012068794283007116
1540.6068180504255,0.0012035659140044168
1540.6563011498683,7.571283008519731e-05
1540.7057874281309,7.544882853729997e-05
1540.7552768855196,7.523280235757243e-05
