File,WaveData20240823_013.csv,
Date/Time,24-08-23/16:34,

Center Wavelength,1550,nm
Span Wavelength,100,nm
Start Wavelength,1500,nm
Stop Wavelength,1600,nm
Value In Air/Vacuum,Air,
Optical Attenuater,On,
Resolution,0.1,nm
Actual Resolution,0.099,nm
VBW,1000,Hz
Point Average,Off,
Sweep Average,1,
Smooth,Off,
Sampling Points,501,pt
Trace Type,Write,
Trace Storage Mode,Off,
Trace Calculate Trace 1,-,
Trace Calculate Trace 2,-,
Dynamic Range,Normal,
Ext-Trigger,Off,
Interval Time,Off,
MM Mode,Off,

Trace,A
Start,1500,nm
Stop,1600,nm
1500.000000,2.3860E-005
1500.200000,2.3590E-005
1500.400000,2.5990E-005
1500.600000,2.5250E-005
1500.800000,2.6200E-005
1501.000000,2.7510E-005
1501.200000,2.8110E-005
1501.400000,2.8040E-005
1501.600000,2.8530E-005
1501.800000,3.0020E-005
1502.000000,2.7600E-005
1502.200000,2.8840E-005
1502.400000,2.7210E-005
1502.600000,3.2930E-005
1502.800000,3.2580E-005
1503.000000,3.3300E-005
1503.200000,3.2110E-005
1503.400000,3.1630E-005
1503.600000,3.3310E-005
1503.800000,3.7860E-005
1504.000000,3.8300E-005
1504.200000,3.7580E-005
1504.400000,3.7750E-005
1504.600000,3.8250E-005
1504.800000,3.8500E-005
1505.000000,4.1950E-005
1505.200000,4.2200E-005
1505.400000,3.8880E-005
1505.600000,4.0130E-005
1505.800000,4.2550E-005
1506.000000,4.2480E-005
1506.200000,4.3180E-005
1506.400000,4.5990E-005
1506.600000,4.6040E-005
1506.800000,4.6770E-005
1507.000000,5.0460E-005
1507.200000,5.0100E-005
1507.400000,5.1240E-005
1507.600000,5.2780E-005
1507.800000,5.5330E-005
1508.000000,5.4500E-005
1508.200000,5.8910E-005
1508.400000,5.9350E-005
1508.600000,6.1320E-005
1508.800000,6.2070E-005
1509.000000,6.1800E-005
1509.200000,6.4490E-005
1509.400000,6.5700E-005
1509.600000,7.0250E-005
1509.800000,7.1090E-005
1510.000000,7.3980E-005
1510.200000,7.4350E-005
1510.400000,7.7190E-005
1510.600000,8.1710E-005
1510.800000,8.4590E-005
1511.000000,8.6180E-005
1511.200000,9.0020E-005
1511.400000,9.1050E-005
1511.600000,9.7530E-005
1511.800000,9.7700E-005
1512.000000,9.8900E-005
1512.200000,1.0520E-004
1512.400000,1.0770E-004
1512.600000,1.1150E-004
1512.800000,1.1500E-004
1513.000000,1.1750E-004
1513.200000,1.2100E-004
1513.400000,1.2780E-004
1513.600000,1.3420E-004
1513.800000,1.3910E-004
1514.000000,1.4260E-004
1514.200000,1.5040E-004
1514.400000,1.5480E-004
1514.600000,1.6600E-004
1514.800000,1.6950E-004
1515.000000,1.7300E-004
1515.200000,1.7980E-004
1515.400000,1.8590E-004
1515.600000,1.9760E-004
1515.800000,2.0970E-004
1516.000000,2.1300E-004
1516.200000,2.2520E-004
1516.400000,2.3520E-004
1516.600000,2.4830E-004
1516.800000,2.5580E-004
1517.000000,2.6770E-004
1517.200000,2.8420E-004
1517.400000,2.9190E-004
1517.600000,3.1020E-004
1517.800000,3.2890E-004
1518.000000,3.4400E-004
1518.200000,3.6300E-004
1518.400000,3.8840E-004
1518.600000,4.1270E-004
1518.800000,4.3350E-004
1519.000000,4.6270E-004
1519.200000,4.9080E-004
1519.400000,5.2640E-004
1519.600000,5.6440E-004
1519.800000,6.0610E-004
1520.000000,6.4750E-004
1520.200000,7.0210E-004
1520.400000,7.5620E-004
1520.600000,8.2470E-004
1520.800000,8.9030E-004
1521.000000,9.6410E-004
1521.200000,1.0520E-003
1521.400000,1.1560E-003
1521.600000,1.2680E-003
1521.800000,1.3960E-003
1522.000000,1.5560E-003
1522.200000,1.7200E-003
1522.400000,1.9130E-003
1522.600000,2.1330E-003
1522.800000,2.3760E-003
1523.000000,2.6640E-003
1523.200000,2.9810E-003
1523.400000,3.3410E-003
1523.600000,3.7620E-003
1523.800000,4.2570E-003
1524.000000,4.8160E-003
1524.200000,5.4360E-003
1524.400000,6.1810E-003
1524.600000,7.0470E-003
1524.800000,8.0320E-003
1525.000000,9.1100E-003
1525.200000,1.0360E-002
1525.400000,1.1900E-002
1525.600000,1.3630E-002
1525.800000,1.5660E-002
1526.000000,1.7810E-002
1526.200000,2.0370E-002
1526.400000,2.3390E-002
1526.600000,2.6790E-002
1526.800000,3.0520E-002
1527.000000,3.4770E-002
1527.200000,3.9880E-002
1527.400000,4.5590E-002
1527.600000,5.1960E-002
1527.800000,5.9010E-002
1528.000000,6.7150E-002
1528.200000,7.6560E-002
1528.400000,8.6980E-002
1528.600000,9.8730E-002
1528.800000,1.1170E-001
1529.000000,1.2610E-001
1529.200000,1.4250E-001
1529.400000,1.6110E-001
1529.600000,1.8120E-001
1529.800000,2.0230E-001
1530.000000,2.2720E-001
1530.200000,2.5230E-001
1530.400000,2.7930E-001
1530.600000,3.0570E-001
1530.800000,3.3200E-001
1531.000000,3.6040E-001
1531.200000,3.8590E-001
1531.400000,4.0910E-001
1531.600000,4.2830E-001
1531.800000,4.4830E-001
1532.000000,4.5850E-001
1532.200000,4.6540E-001
1532.400000,4.6870E-001
1532.600000,4.6420E-001
1532.800000,4.4860E-001
1533.000000,4.2900E-001
1533.200000,4.0670E-001
1533.400000,3.7720E-001
1533.600000,3.4190E-001
1533.800000,3.0620E-001
1534.000000,2.7180E-001
1534.200000,2.3750E-001
1534.400000,2.0340E-001
1534.600000,1.7230E-001
1534.800000,1.4610E-001
1535.000000,1.2340E-001
1535.200000,1.0300E-001
1535.400000,8.6000E-002
1535.600000,7.1940E-002
1535.800000,6.0260E-002
1536.000000,5.0520E-002
1536.200000,4.2440E-002
1536.400000,3.5770E-002
1536.600000,3.0470E-002
1536.800000,2.6250E-002
1537.000000,2.2800E-002
1537.200000,1.9920E-002
1537.400000,1.7660E-002
1537.600000,1.5840E-002
1537.800000,1.4290E-002
1538.000000,1.3050E-002
1538.200000,1.2000E-002
1538.400000,1.1120E-002
1538.600000,1.0450E-002
1538.800000,9.8320E-003
1539.000000,9.3310E-003
1539.200000,8.9090E-003
1539.400000,8.5890E-003
1539.600000,8.3080E-003
1539.800000,8.0430E-003
1540.000000,7.8340E-003
1540.200000,7.6850E-003
1540.400000,7.5790E-003
1540.600000,7.4820E-003
1540.800000,7.4030E-003
1541.000000,7.3550E-003
1541.200000,7.3510E-003
1541.400000,7.3460E-003
1541.600000,7.3520E-003
1541.800000,7.3660E-003
1542.000000,7.4140E-003
1542.200000,7.4730E-003
1542.400000,7.5280E-003
1542.600000,7.5740E-003
1542.800000,7.6520E-003
1543.000000,7.7490E-003
1543.200000,7.8340E-003
1543.400000,7.9180E-003
1543.600000,8.0030E-003
1543.800000,8.1050E-003
1544.000000,8.2030E-003
1544.200000,8.3030E-003
1544.400000,8.4050E-003
1544.600000,8.5340E-003
1544.800000,8.6440E-003
1545.000000,8.7690E-003
1545.200000,8.8770E-003
1545.400000,8.9770E-003
1545.600000,9.1110E-003
1545.800000,9.2370E-003
1546.000000,9.3380E-003
1546.200000,9.4480E-003
1546.400000,9.5840E-003
1546.600000,9.7020E-003
1546.800000,9.8130E-003
1547.000000,9.9140E-003
1547.200000,9.9900E-003
1547.400000,1.0100E-002
1547.600000,1.0220E-002
1547.800000,1.0320E-002
1548.000000,1.0400E-002
1548.200000,1.0490E-002
1548.400000,1.0590E-002
1548.600000,1.0670E-002
1548.800000,1.0690E-002
1549.000000,1.0760E-002
1549.200000,1.0820E-002
1549.400000,1.0870E-002
1549.600000,1.0910E-002
1549.800000,1.0910E-002
1550.000000,1.0930E-002
1550.200000,1.0970E-002
1550.400000,1.0950E-002
1550.600000,1.0920E-002
1550.800000,1.0890E-002
1551.000000,1.0890E-002
1551.200000,1.0840E-002
1551.400000,1.0760E-002
1551.600000,1.0690E-002
1551.800000,1.0640E-002
1552.000000,1.0570E-002
1552.200000,1.0460E-002
1552.400000,1.0330E-002
1552.600000,1.0240E-002
1552.800000,1.0130E-002
1553.000000,1.0010E-002
1553.200000,9.8710E-003
1553.400000,9.7420E-003
1553.600000,9.6740E-003
1553.800000,9.5360E-003
1554.000000,9.3900E-003
1554.200000,9.2500E-003
1554.400000,9.1430E-003
1554.600000,9.0360E-003
1554.800000,8.9060E-003
1555.000000,8.7660E-003
1555.200000,8.6600E-003
1555.400000,8.5640E-003
1555.600000,8.4240E-003
1555.800000,8.2700E-003
1556.000000,8.1430E-003
1556.200000,8.0410E-003
1556.400000,7.9050E-003
1556.600000,7.7410E-003
1556.800000,7.6060E-003
1557.000000,7.5010E-003
1557.200000,7.3670E-003
1557.400000,7.1810E-003
1557.600000,7.0150E-003
1557.800000,6.8640E-003
1558.000000,6.7320E-003
1558.200000,6.5370E-003
1558.400000,6.3400E-003
1558.600000,6.1690E-003
1558.800000,5.9980E-003
1559.000000,5.8180E-003
1559.200000,5.6070E-003
1559.400000,5.4190E-003
1559.600000,5.2510E-003
1559.800000,5.0520E-003
1560.000000,4.8520E-003
1560.200000,4.6550E-003
1560.400000,4.4920E-003
1560.600000,4.3030E-003
1560.800000,4.1250E-003
1561.000000,3.9240E-003
1561.200000,3.7660E-003
1561.400000,3.6010E-003
1561.600000,3.4100E-003
1561.800000,3.2380E-003
1562.000000,3.0940E-003
1562.200000,2.9640E-003
1562.400000,2.8050E-003
1562.600000,2.6620E-003
1562.800000,2.5230E-003
1563.000000,2.4010E-003
1563.200000,2.2680E-003
1563.400000,2.1470E-003
1563.600000,2.0310E-003
1563.800000,1.9250E-003
1564.000000,1.8250E-003
1564.200000,1.7330E-003
1564.400000,1.6290E-003
1564.600000,1.5360E-003
1564.800000,1.4630E-003
